,verified,month_year_fly,country,aircraft,type,food,money_value,recommended,review
3389,False,,United Kingdom,,,2.0,5,True,BA268 LAX-LHR seat WT+ on the A380. Check in was quick as was security and the Oneworld lounge at TBI is pretty good although very crowded. Boarding pretty quick on a packed flight. I found the crew seating and PTV to be consistent and very good. Flight left more or less on time and landed 30 min early at T5 bags seemed to take ages coming off but a pretty good flight. I don't know what has happened to BA's food offering in WT+ but it has gone down hill recently the 2nd meal wasn't worth serving otherwise good service on a very nice aircraft.
3391,False,,United Kingdom,,,1.0,3,False,LGW to Cancun - flew with BA in CW. The galleries lounge at Gatwick offers a terrible service - food normally consists of poorly made sandwiches pasta and other non discript offerings! Priority boarding was announced for those travelling in CW unfortunately this was not managed and it just turned into a free for all. The crew were friendly and offered a good service. BA's club product is now very dated and they need to look at ways to improve the comfort and inflight service. The so called CW pantry is laughable soggy inedible wraps pasta served in plastic containers crisps and small chocolate bars is not acceptable in this day and age. The inflight meal was adequate but not memorable the afternoon tea was somewhat better but no care went into it's presentation the sandwiches were left in their plastic wrapping which was disappointing. The return flight was awful the crew were miserable and clearly didn't want to be there. One member of the crew was very rude to an elderly lady who was clearly having issues adjusting the seat and dared to ask for help. The meal just awful dry bland and totally inedible. The breakfast served prior to landing at Gatwick consisted of a bacon roll which was vile the bread roll was rock hard and should not have been served. Very poor flight which was made worse but a very inattentive and miserable crew.
3397,False,,Belgium,,,1.0,3,False,BRU-Toronto-BRU 1st class. In BRU check in passport control (very long queues) security fast track and lounge just fine but nothing very special. Security in T5 with extra long queues and very little fast track. Almost none. Lounge in T5 a bliss in all respects. Boarding ok although gate in T5b miles away. Flight itself a disaster old tatty B747 in need of an urgent revamp. Very used and ran down seats. Cabin full so crew although quite experienced busy food options were gone fast and service not that great as in the past. Ran out of champagne. Food not good at all. Inflight entertainment and videos a bore with very old titles. Bags not first out. Return again same experience although a 777 good check in and security fast track - lounge ok with option to dine before flying which I took in case food was same disaster as flight in. Not full cabin this time so a little better service although quality is still zero. Again London T5 lounge a breeze and fast and short flight to BRU.
3410,False,,United Kingdom,,,1.0,1,False,"I have after years of loyalty finally had it with BA. Every flight is late the catering gets worse and worse and the attitude of the crew has also deteriorated. I have taken 5 flights in 2 months and every single sector has been late. Even the crew in first class have no idea what ""service"" means - I have to ask for things 2 or 3 times I am not offered anything unless I ask the food is inedible (they tried to serve me a poached egg which I could have played squash with) they ran out of bottled water in a flight out of LHR I cannot find any flights when I can use my free companion voucher or use my miles to upgrade. they won't even allow my PA to deal my flights for me. it just seems the rules and attitude of their management has become so far removed from their promise To Fly to Serve."
3424,False,,United Kingdom,,,2.0,4,True,BA285 LHR-SFO seat 13a in WT+ on a pretty old 747-400 check in and security at T5 very quick I used the lounge at T5-B which was nice and close to the gate flight departed and arrived 1hr late. Crew very good the seat PTV and food not the best on this flight. I've used BA a lot over the past 2 years and find them pretty consistent although I've also noticed that service along with seats PTV of course is much nicer on the newer A380s or the 777-300s so it's worth choosing your aircraft. Otherwise ok flight.
3431,False,,United Kingdom,,,1.0,1,False,BA213 Heathrow to Boston 29/09/14 B747. There was nothing at all to commend this flight. I have had better comfort and service on low cost carriers. The seats must be the narrowest in class for any major airline. The business lounge at Heathrow is not well signed and awkwardly placed at the top of escalators. At 0830 in the morning the tables were overflowing with used crockery and waste food. When staff did appear they did a very cursory clearing job. Never once in two hours did I see any of the sticky tables being wiped down. On boarding I was neither shown to my seat nor addressed by name as I have been on other airlines. When I asked for assistance in putting my hand luggage in the overhead locker - I was told in no uncertain terms staff were not allowed to help. Again I have always had help on business flights on other airlines. In the air the level of discomfort rose as those in the inside seats were forced to jump over my out stretched legs and cabin staff leant over me to serve the inside seats. The level of service could not remotely be considered acceptable for the price paid. Add in poor food and IFE and decision to avoid BA flights in future was made for me.
3434,False,,United Kingdom,,,1.0,1,False,"BA176 JFK to Heathrow 13 October 2014. The outward flight had been so awful so the return surely could not be any worse. How wrong I was. Arrived at business check-in at JFK terminal 7. No staff at desk. Boarding pass printed at machine but had to wait nearly twenty minutes to check luggage. Agent was rude and unhelpful. Onto the BA lounge. Sagging shabby seats and no food except crisps. On asking the receptionist where the food was I was told passengers normally use the much advertised ""pre-boarding supper"" facility. Asked when this opened and was told it was not operating. Eventually some badly cut sandwiches and lumps of cheese with crackers appeared. No hot food was available. Two hours before departure the flight was posted as four minutes late. No further information was posted. When I asked for an update thirty minutes before scheduled take-off I was told there would be an announcement shortly. Eventually a barely audible announcement came that the plane was now boarding. The departures board had not been updated so premium passengers were forced to shuffle along with those in the main cabin. Onboard after presenting my boarding pass I was given a grunted down there with no indication as to which side of the plane I was seated. On reflection late boarding may have been a blessing. I lost count of the times I was knocked by oversized and heavy hand luggage. Eventually the safety demonstration was played on the IFE system. The sound was inaudible. Surely a safety hazard. Similarly all announcements from the cockpit went unheard. We took off one hour and fifteen minutes late with no explanation given for the delay. The wine selection was very limited on the flight as was the menu two choices of main course and only one dessert - I asked if I could have the advertised ice cream snack for desert to be told there was none on board. Food was barely edible. Service was poor. The cabin crew seemed intent on throwing trays round as fast as possible. My salad was served with desert (which I did not want) on the tray. The main course was overcooked beef near raw vegetables. I was made to feel a nuisance when I asked for a second glass of wine. The narrow seat converted to a narrow and not very comfortable bed. Other carriers provide mattresses and duvets. BA seem to think a tacky blanket will do. The whole service has been downgraded to the standards I would expect in economy class. The nicieties that used to mark business flights have been lost in the pursuit of profit. Given that BA charge far more that their competitors for this route I was thoroughly disappointed. I will not use any BA flight again if there is an alternative available."
3449,False,,Spain,,,1.0,1,False,BA038 PEK to LHR 28-09-14 Business Class B747-400. First time I have flown BA long haul and in view of the many unhappy travellers on this site - I was keen to see for myself. I can honestly say I have never experienced such a dreadful flight. Antiquated and filthy plane is an experience I would never want to make again. The seating in Business class downstairs is a disgrace I was unlucky enough to have the aisle seat 17G which turned in to a flat bed so narrow my body and I am small was over the main aisle when asleep being continuously bumped and pushed. Absolutely no privacy in this seat and every one coming out of the toilet and standing and waiting the kitchen area could see my every move. Completely unacceptable. No mattress and only a small blanket. There is nowhere to put even a pair of glasses or a bottle of water once the tray table was put up (necessary to sleep). To get to the centre seats where my husband was - a dirty plastic ‘window’ had to be slid down and hot beverages and food had to be passed across the whole time encroaching on my personal space (what there was of it.) My husband said the middle seats trapped passengers in and getting out involved stepping over people. Extremely difficult for short people. The whole design of the business class seats is very uncomfortable and seriously flawed. The food was badly presented and unappetising. The PA system from the flight deck was inaudible I could not hear the Captain in the pre flight information announcement The other issue was a very mediocre in flight entertainment system which took an hour to get going and even the flight tracking information was not available for the whole flight. They weren’t overly concerned just superficial apologies. The toilets were filthy and grimy. The floor edges and all around the basin area where bits were falling off were thick with dirty grease. I looked into the galley and that too including the floors and edges of preparation benches was full of grime. Total disgrace. The Cabin Crew seemed in a state of disorganised chaos having a great view of seeing it all from my seat. Very little contact with passengers other than rather arrogant looks all round. Needless to say I will never travel BA long haul again. They need to get on to an Emirates Airline and see how it should be done. As a regular long-haul traveller on Emirates the difference between these companies is indisputable. Perhaps the so-called ‘loyal’ BA customers have never been on a Emirates flight to compare the difference.
3452,False,,Australia,,,1.0,1,False,Don't even think about flying on this airline. Booked paid for and confirmed last February for a premium economy flight Singapore to Sydney for last Saturday. When I checked in at Changi the check-in staff member told me the incoming flight from London was overbooked and I was downgraded to economy (against my wishes obviously). I would never have booked BA but for the premium economy offering so huge disappointment. GB75 compensation is simply not good enough. Add to that the economy meal was inedible (what did they do to the seafood curry). Never again.
3461,False,,United States,,,1.0,2,False,Just took British from London to Seattle. Tired airplane. Flew business class. Very basic service. No wifi. Nobody checking to see if you were interested in something to drink. Basic packaged food. Very disappointed.
3467,False,,Canada,,,1.0,1,False,Flew from IST to LHR on September 29. In short an abomination for a business class flight lasting nearly 4 hours. It started with a dirty dingy cramped lounge with very limited and low-quality food and drink selection and located very far from the boarding gates. I have used the Star Alliance lounge at Ataturk Airport and it is light years ahead of the BA lounge. The plane was an ancient B767. The business class seats had little leg room or recline were packed out hard and very uncomfortable. It took 1 hour for any drink or food service to start and we were served warm champagne and a small bag of stale nuts. This was followed by a hot meal which was totally different from that described in the menu which had been handed out and this became apparent only when the food service began. There were only two choices nothing vegetarian. The crew were disengaged disinterested and dismissive. The entertainment system consisted of only several old screens suspended from the ceiling and showing the movie Godzilla which doubtless was a big hit with the 12 year olds in the audience. At the end of the flight we were given fast-track cards to speed up our passage through customs. Unfortunately only 3 of the 6 fast-track booths were open and we ended up effectively in the slow-track line. To add insult to injury this business class flight cost $200 more than that of its competitor Turkish Airlines and bore little resemblance to the business class service and cabin described on the BA website. Shame on British Airways for this product.
3473,False,,United Kingdom,,,1.0,2,False,LHR to YVR. September 29 2014. I've been a loyal BA passenger for years but after three recent flights that's not going to be the case any more. How BA have the audacity to screen 'BA A Very British Airline' on their IFE is beyond me! While the film chronicles the supposed high standards and rigorous staff selection and training the reality is altogether different. The food on BA85 LHR to YVR was atrocious - dried chicken sitting in a dubious brown 'sauce'. The service was unsmiling unhelpful and inattentive. BA used to have a good IFE selection. Not anymore! Very unimaginative selection of films TV and audio programs. I've recently travelled on Qantas and Air Canada on long haul and both carriers far superior to BA. Air Canada has significantly improved it's standards.
3478,False,,United Kingdom,,,1.0,2,False,BA 084. YVR to LHR on August 28 2014. Premium economy. Much below previous experiences flying in this cabin on BA. Staff were indifferent and inattentive. The meals were deplorable! Despite being a small cabin there was only one meal choice left half way through the dinner service - a very heavy and overly rich pasta dish accompanied by an equally heavy piece of dry chocolate cake. Hardly suitable food for a long flight. Breakfast was worse - an equally heavy fruit muffin and tea or coffee. Very poor! A number of seats in this cabin have metal boxes underneath rendering the much-advertised additional leg room useless. IFE far below what it used to be in terms of quality and variety of programming. A very unpleasant experience and definitely not worth the additional cost.
3499,False,,United Kingdom,,,1.0,1,False,Flew Heathrow - Madrid return. Have always been loyal to BA but no longer. T5 Lounge overcrowded poor range of food rubbish and uncleared crockery and glasses everywhere - not particularly pleasant. Bags not tagged priority. Fast Track not fast. Service on board to Madrid was exceptionally good and old style BA. Return bags not tagged priority no priority boarding old aircraft rude staff cramped seating poor and cost cutting catering with no attempt at service beyond handing out. Very disappointing experience and unacceptable. Could not select seats on-line for return flight as computer had allocated them. Eventually seats changed when called call centre - told couldn't be done for half an hour and strangely as the conversation moved forward they could do it. Waste of time and energy. Practically everything suggested as part of the Club Europe package didn't happen. Club Europe used to be so distinctive and worth and I always felt it was worth the premium price. To be honest I have cheaper alternatives from closer airports which I will now be using for my regular flights to and from Spain.
3502,False,,United Kingdom,,,1.0,1,False,Flew Heathrow - Madrid return. Have always been loyal to BA but no longer. T5 Lounge overcrowded poor range of food rubbish and uncleared crockery and glasses everywhere - not particularly pleasant. Bags not tagged priority. Fast Track not fast. Service on board to Madrid was exceptionally good and old style BA. Return bags not tagged priority no priority boarding old aircraft rude staff cramped seating poor and cost cutting catering with no attempt at service beyond handing out. Very disappointing experience and unacceptable. Could not select seats on-line for return flight as computer had allocated them. Eventually seats changed when called call centre - told couldn't be done for half an hour and strangely as the conversation moved forward they could do it. Waste of time and energy. Practically everything suggested as part of the Club Europe package didn't happen. Club Europe used to be so distinctive and worth and I always felt it was worth the premium price. To be honest I have cheaper alternatives from closer airports which I will now be using for my regular flights to and from Spain.
3516,False,,Ireland,,,1.0,1,False,First and last time flying with BA upgraded the 4 of us to Premium Economy at £199 each for 4 of us a complete waste of money. Have done this with Virgin on occasions for long haul flights and its so worth the money and not as expensive. Food terrible crew and staff not friendly no drinks offered only when handing out food. None of us could eat the food it was so bad. On a 9 hour flight we were hungry. Don't waste your money upgrading I wish I had read reviews before I left.
3522,False,,United Kingdom,,,2.0,3,False,"LHR-MCT-LHR. Excellent outbound flight. Tasty food and wine very friendly cabin crew although the entertainment system isn't up to much in terms of choice. Different story on the way back though. Stand-offish cabin crew and no white champagne. Rose only as ""we haven't been fully catered"". Not a big thing but indicative of how slip shod BA can sometimes be these days. The seat is comfortable so I slept all the way back rather than try their food and drink."
3525,False,,Australia,,,2.0,1,False,I'm regularly flying Perth-Hong Kong-London-Port of Spain these days. Perth to London is via Cathay Pacific business class which is excellent. Sadly I then have to swap to BA for London to Trinidad where 'Club World' is a euphemism for 'slum in the sky'. Cathay Pacific business class seats - 4 across the width of the aircraft. BA Club Slum - 8 across. If you're on a night flight that means tripping over people or being tripped over. Decor is abysmal service is average to poor. Seat and personal space design is lousy - but there's not much space to work with. Film choice is limited and the video screen is tiny and reminiscent of old analogue 625 lines TVs of the 80s. The overall impression is a dreary coffin-like space with minimal storage crummy entertainment average food and indifferent service. Don't do it! Fly with someone else - anyone else!
3530,False,,United Kingdom,,,2.0,3,True,Travelled LHR to Montreal 21st August 2014 and Montreal to LHR 1st September 2014. Aircraft used was a 777-200 with 4 classes. This sector does not normally offer a First service so business class passengers were spread throughout the First and Club World cabins. All flights were on time and the cabin crew were excellent especially on the outward leg. Check in and baggage reclaim were smooth and efficient. The lounges at Terminal 5 are looking tired and were rather dirty when we used them. Food choice was limited although I did enjoy the hot soup. Seating in BA is dated and even BA's new First Class seat is rather disappointing when compared to even business class on carries such as Emirates or Qatar. Food is well below par both in terms of quality and quantity. I know BA is struggling to make ends meet but ultimately it has to appreciate that people paying for premium cabins expect a certain experience and the seat and food make up a major element of that experience. I guess there is little competition for BA on the north Atlantic routes but it helps to explain why their share of routes to the Far East and Australia are diminishing.
3533,False,,United Kingdom,,,1.0,1,False,"We flew BA Gatwick to Grenada - first time with BA and only due to dates having been dedicated Virgin customers. We upgraded to ""Premium Economy"" and apart from the extra leg room (ideal for hubby but no odds to me at 5'3""). No benefit and total waste of money at almost double cost of upgrading with Virgin! Service was not great and food was awful - ""welcome on board"" drink in Premium Economy was orange juice in round plastic carton. Virgin offers orange juice or champagne in a glass. No idea what food was on offer as no menu provided and just a disgruntled ""chicken or beef"" response when asked stewardess. Old and tatty plane very small TVs. First and last time flying with BA - will change dates of holiday in future to ensure Virgin flight. Overall this over-priced upgrade didn't even compare with Virgin's economy service. I would strongly recommend don't waste your money or better still go with Virgin."
3534,False,,United Kingdom,,,1.0,1,False,When will they learn. I flew BA to Dubai last Friday in business. Let me sum it up. Boring food surly crew dirty plane and expensive. Can the product get any more unimaginative. The inflight entertainment was out of touch with modern media the screen so poor I couldn't see the movie and gave up. The sandwiches that you get when you land are so awful that I think any frequent flyer is awfully fed up with them the crew make you feel that you are in their way and the plane is (again) horribly dirty. Coffee was spilt on all the wipeable areas around my seat. In business you expect better. It is just not an enjoyable or fun experience by any means and they never upgrade you or take care of their frequent flyers. When I can I chose a different airline.
3536,False,,United Kingdom,,,2.0,1,False,"I have flown twice with BA now in business class (to and from Delhi) and I have to say it has been absolutely poor! Me and a few colleagues flew out to New Delhi for a business trip. BA were the pioneers of aircraft's after all they did create The Concorde. Key word in that is ""were"" they've basically turned into a no frills airline. Allow me to explain: The blue worn carpets padded fabric seats with stains worn out grey plastic panels with little grains of grit and dirt get into and a TFT which had the same image quality as VHS tape! The decor looks like it was directly taken out of the 1980 film Airplane! You still get the odd knock on the legs when economy passengers are boarding then plane with hand luggage as there is no private space! Staff were fine but flying business class a customer should get a wow factor - and there was none. The plastic translucent slider that divides the seats had been battered from being shifted up and down when the crew serve the food and drinks. The toilets are exactly the same as economy except in Business class they stick a plastic flower in a glass. The food was OK but again nothing special. Normally its the little things that make the differences but with BA they need a total make over. For a flight that happens everyday from London to Delhi BA should be doing more. The decor of the plane matched the experience I got with BA dull. I won't be flying long haul with them again. My advice - avoid BA and before you book your flights have a look online at what other airlines can offer you."
3540,False,,United Kingdom,,,1.0,1,False,"Travelled as a family of four to the Maldives. Despite numerous requests many weeks in advance we didn't get seats together on the outbound journey. The plane was old and the entertainment system antiquated. This seems to be an issue on BA routes with little competition it was a similar story when we flew club to Mauritius. On that trip the entertainment system failed all together. On the return journey from Male I watched what I thought to be a three part crime drama called ""the tunnel"". Only after watching the third part did I discover that there was a fourth or more! Why? Why would you not have all the story? This experience aside many airlines have better entertainment systems in economy than the BA service in business on this route. When you are paying this kind of money to take two children business class you want good entertainment to keep them occupied. They don't need the space! Would also have been nice to sit together! Food was grim my ten year old son who normally devours everything ate nothing on both legs of the trip. A ten hour flight with travel at either end is a long time without food. There seemed to be a hurry to serve the food throw a bottle of water at you and then shut down service until an hour before arrival. On the outbound journey I pressed the service button after 15 minutes it self cancelled. Pressed again 15 minutes later it self cancelled. I returned my glass to the galley myself the staff were so busy chatting amongst themselves they didn't notice me. Presumably this is why they didn't see the service request either. On the return trip service was a little chaotic and well below standards you should expect. Food was equivalently poor. This is the second BA business class trip I've taken to the Maldives and each time I have been disappointed given the cost. I've also travelled economy on Emirates to Male which was actually better and business on Emirates which was fantastic. I know BA have monopoly on the direct route from Gatwick to Male but I will be going via Dubai on Emirates in future."
3553,False,,United Kingdom,,,1.0,1,False,Gatwick to Cancun 777-200 club world return in July. Old plane which I think BA use out of Gatwick. Food - I can't understand how they can get it so wrong. We flew Virgin upperclass to Cancun but had to use BA this year due to date's will not use BA again. Cabin crew not too bad but could be better. Save your money or go with Virgin.
3556,False,,United Kingdom,,,1.0,1,False,We paid £2500 to upgrade to world traveller plus when we got to departure lounge we were upgraded to business class which was brilliant but air hostess made a point of letting us known plus other people that we had a free upgrade. On the return journey in world traveller plus not happy table broken and air steward very sarcastic food very bad plus stewards seemed as if they were doing you a favour. Paid a lot of money to fly to Maldives have no choice to fly BA to go direct stewards male or female need to remember that we are customers paying a lot of money for a service.
3567,False,,United Kingdom,,,1.0,2,False,Sad to say BA missed a big opportunity when their new 787 and A380 entered service. Same old sub standard business class seating as on the retired 747s. Compared to many airlines the BA premium service is poor and I don't know how they keep a 4 star rating. The cabin crew were excellent though I will concede. Food was very poor with my steak ruined because it was swimming in grease (laughingly referred to as jus) which mixed with the hollandaise sauce to make a disgusting mess. The 787 was good and BA have improved their IFE system but screens are small and have to be stowed for take off and landing unlike those in economy and premium. Pay more get less.
3577,False,,United Kingdom,,,1.0,2,False,Travelled LHR-YYZ BA97 on 9 July returning BA96 28July. Check-in at LHR an absolute breeze including security which took only 5 minutes. Galleries Lounge at the south end of T5 awful with poor food dirty furniture and smelly toilets. Outbound aircraft was G-BNLG surely one of the most ancient 747s in existence judging by the state of the interior at least in the main cabin. On boarding all the window shades were down (10.20 departure) and stayed down for the entire flight including take-off and landing most peculiar. The head cabin service person said it was to keep the sun out - I have questioned if this is a new BA policy for daytime flights. Departed and arrived a few minute late no issue. Food and service very average as usual nowhere near the standards of international Business Class elsewhere. Immigration and baggage delivery in YYZ very swift. For the return again the departure formalities were quick and painless ; the lounge at Pearson is ok but nothing special. Aircraft this time was G-BGYC the upper deck was in reasonable condition although as always with BA's Club World seating there is little stowage space and the whole backwards/forwards concept is something I personally dislike. Food almost non-existent on this 2310 departure and most people slept: this would be understandable if a proper breakfast was on offer. Unfortunately it was no better than going to McDonalds with some unripe fruit and a sort of egg and bacon muffin - just awful. Also the person in the window seat did have something to eat and drink and every time the crew member came with his orders he would lower the partition to pass them through with all the disturbance that creates. Is this service policy poor seat design or lazy crew? Flight on time arrival processes ok but baggage delivery slow. All in all the experience was what I expect from BA these days average at best.
3583,False,,United Kingdom,,,1.0,1,False,Upgraded to business class on return flight from Verona. Absolute disgrace. Flight left around 11.30pm but lounge closed at 9.20pm. Lounge was awful dirty and very little in the way of business class facilities. Flight was cattle class and I have seen more organisation and courtesy on an easyjet flight. Boarding was like a rugby scrum with no priority boarding and then spent 20 minutes on an a bus with no air conditioning crammed packed in hot conditions. Flight had run out of food. Worst flight in memory and absolute shocking customer service. Absolute joke and how they have the audacity to claim it was business class they should be accountable n the trade descriptions act.
3609,False,,United Kingdom,,,1.0,2,False,MAD to LCY Business. Great lounge at Madrid flight boarding very good food awful service poor arrival at LCY good however baggage awful all bags through but mine priority last off!
3610,False,,United Kingdom,,,1.0,1,True,Flew LCY to MAD in Business only 3 people in a cabin for 12 no welcome no pre take off drinks very poor service awful food warm drinks turbulence as we got in the air dealt with very well. Overall very poor service.
3616,False,,United Kingdom,,,1.0,1,False,"LGW-BGI-LGW Club World R/T. Old careworn B777-200. Airplane was not clean both sectors. Food outbound from Gatwick was almost inedible and unbelievably they also ran out of choices. Inbound airplane toilets reeked. At least food on return was slightly improved. Cabin Crew both sectors were simply going through the motions and were rushed / robotic. The Club World seats are narrow and uncomfortable. The inflight entertainment system was a bad joke. Screens poor and tiny selection of movies. BA's so called Business Class experience is woefully outdated and an extremely poor product when compared to other international carriers. I am amazed that British Airways standards are so low and they get away with it. This is mere A to B transport. What is missing from their Business Class is ""class""."
3617,False,,United Kingdom,,,2.0,1,False,Flew LHR to Mumbai return with my husband - very disappointing. The Galleries lounge at Terminal 5 was overcrowded noisy and had the feel of a cafeteria not the tranquil haven suggested by BA. The food was below average. Unable to avail ourselves of the spa' facilities as they were fully booked. Not enough toilets for the number of people in the lounge and my husband had to queue! We had to pay extra to guarantee 2 seats together to the tune of £240. When we boarded the aircraft (Boeing 747-400) the cabin crew appeared rushed and flustered they were not forthcoming with drinks or refreshments or particularly welcoming. The 'yin and yang' seat configuration didn't work out well for us as we continually had to lean forward to talk to each other. The seat comfort was okay but quite narrow. My IFE did not work on the return flight. The in-flight food was above average but not outstanding. Check-in at Mumbai for the return flight was very slow. We were kept waiting for at least 40 minutes with no apology for the delay. The business class lounge at Mumbai is appalling cannot be described as business class at all. No facilities the food very poor both in quality and selection and had clearly been hanging around for some time. The whole experience of BA's Club World was seriously underwhelming and we will not fly with them again.
3618,False,,United Kingdom,,,2.0,3,True,LHR-CPH-LHR. Business class on the way out and economy on the return trip. Flight on time on both trips staff as usual excellent both within the airport and on the planes. No inflight entertainment at all both operated by A320's whose seats were looking just a little tired. The biggest gripe I have is the food on the business flight we had some sandwiches which were bordering on being stale and on the return trip was a cold chicken wrap which was very short on imagination. Quite disappointed that the food appears to have gone downhill badly since our last flights. Come on BA these are the sorts of things which gave you a clear lead over most of your rivals.
3628,False,,United Kingdom,,,1.0,5,False,LHR-YVR-LHR. Flew in in First on very shabby 744 which was nothing like First was displayed on the BBC documentary about BA. Squeezing so many passengers into the nose of a 744 is a joke. The staff both ways were excellent and attended to the half empty cabins with great attention to detail. OB were the old contract crew and IB was a standby mixed fleet crew not normal on this route. Food from LHR was palatable and from YVR was awful. On the return leg the IFE was faulty. The fast track OB was a free for all as we were bus fed to the aircraft on return how it should be. I feel the BBC has hurt BA with First passengers having their expectations raised to abnormal levels only to be let down by an average product on very tired equipment not as shown on TV. We were generally happy due to the fact that I used Avios and an AMEX voucher for the flight if we would have paid for the flights then it would have been disappointing and would have chosen Air Canada. BA really do need to sort out their dated equipment sooner rather than later before more premium clients opt for other carriers especially on the middle eastern and far eastern routes. We will continue to use BA due to the Avios rewards which demands loyalty for financial reasons I could not recommend for passengers having to pay for either CW or First.
3630,False,,United Kingdom,,,2.0,2,False,I flew Glasgow-Gatwick-Vegas-Gatwick-Glasgow. I have flown this way before as I get to put my baggage on at Glasgow and forget about it. Glasgow-Gatwick no real comment other than cabin crew don't do much more than the minimum. Flew Premium Economy on a 777-200 flight was full. Premium cabin is cramped and a fair distance away from the Toilets as you are not allowed to use the toilets at the front again cabin crew do no more than the minimum food just about acceptable. Return flight of the same standard they kept trying to say I was booked back to Edinburgh took them an age to sort this out breakfast is a bit of a joke have found when flying BA that its best to carry snacks as they don't over feed you. Of course when I got back to Gatwick I ran into the French ATC control strike no announcement made. After having to hang around Gatwick all day I finally got a flight to Glasgow at 8pm at least my luggage arrived well done to BA there. When I made a comment to BA customer service I was told by them that my flight(s) had been cancelled due to Aircraft unserviceability when I queried this the respondent confirmed that aircraft u/s could offer no explanation as to why I was told different. I would like to complement BA but Virgin totally beat them hands down.
3647,False,,Australia,,,2.0,3,False,"LHR-SEA in ""first"" class. The experience was really a step back in time. Having arrived in London on JAL after an exquisite experience in their 777 first class I had high expectations of my premiere flight in BA first. Suffice to say I won't be back. Whose idea was it to jam 14 seats into a space that quality airlines fill with 6 or 8 seats? It's crowded ugly and lacks privacy. The whole cabin - and this is 'new' first I might add - feels pretty cheap and is already showing signs of wear and tear. The seat itself is narrow and displeasing. Crew were cheerful and professional but the food would be considered business class standard on world class airlines. That sums it up really - BA is simply not offering a world-class product. I can't imagine why anyone would put down the money they charge for first class unless there was no high-profile Asian or Middle Eastern alternative available and even then I'd probably go out of my way to avoid them. I suggest that BA product managers might want to go on a world tour via Abu Dhabi Tokyo Hong Kong and Singapore and try out the competition because it's plainly evident that they either have no ideas or just don't care. There is apparently a ""new new"" first class planned for the 787-9 when it enters service with BA and I sincerely hope that both the hard and soft products will be worthy of being branded ""first class""."
3650,False,,Thailand,,,1.0,1,False,London - BKK Premium economy 19/6/14. I always travel EVA Air business but this time I had to get into BKK early having been told by many that BA Business is at best rubbish I decided to save some cash and go P/Economy seat no: 14A remarks on flight seating at best ok service seemed tired but the real downer was the food the plane was nowhere near full but by the time they got to me most of the food had gone and I was left with some sort of pasta dish - totally inedible. I must admit I didn't put anything near my mouth just pressed one of the pasta flutes - cold dry and hard. I was given a pat of butter type stuff alas nothing to spread it on bread wise maybe it was put there to grease the runners on the seat. Drinks G&T were served once choice of coffee or tea with second course at least I did get first pick had tea a very hard type of cake thing egg sausage mushroom was the so called dish - again poor. The only redeeming factors were I didn't go business class as the seats dated back to the eighties in a 2/4/2 configuration unlike EVA 1/2/1 lie flat and we arrived 20 minutes early.
3665,False,,Canada,,,2.0,1,False,We travelled to and from Europe in business class for a two week Mediterranean cruise. We upgraded to business for the added benefit of sleep. My first impression is that the fleet is tired and not very well kept. The seats were uncomfortable the cabin was dirty and staff were surly. The food as expected on any airplane was adequate though nothing to brag about (take advantage of the scones and clotted cream - their only saving grace). Upon our return we awaited in London Heathrow Terminal 5 for them to put the gate on our flight. It finally appeared 20 minutes before the flight where it showed we were in satellite C - it took us over 15 minutes to get there to have the gate agent tell us we should have been there earlier. She did upgrade us so we thought at least that was a perk. Well I am here to tell all - don't pay the money. There is little to no difference in first class. The seats are just as uncomfortable the food was the same and I still felt like a second class citizen. This time I think it was because were an upgrade so we were always served last and with little selection/choice. To tell you the truth if I had paid for this upgrade I would have been upset as I don't believe this is up to par. We also did a connector flight from Venice to London on the Saturday. The airport was a disaster (3 cruise ships all flying out the same time) no organization from the agents and very little help. When we got on the other side of the check in the multi-million dollar duty free area was amazing but really they should have taken some of the money to deal with the check in area. Upon moving through security we were kept in the dungeon area of the airport to wait with tepid air conditioning while our flight was delayed with no explanation. When we were finally boarded we were told by the captain that the delay was due to thunderstorms and we were still going to have to wait. The last part is not fully BA's fault (they don't design the airports or determine airspace closure) however their agents did nothing to make it better either (by having people out to direct traffic or give us updates). All in all I don't believe I will ever fly BA again - this is unfortunate because they used to set the standard - now they are barely sweeping up the floor (wish they had - at least it may have been cleaner).
3684,False,,United Kingdom,,,2.0,4,True,LHR to DXB Return. Outbound flight delayed 2 hours just as well as it took over an hour to clear security. Remote lounge quiet nice food and wine. Jumbo on way out new interior new and very good entertainment excellent attentive crew food as usual poor - (recommend you always eat at the airport which given cost of flight one really shouldn't have to). Inbound flight on a 777. Same on way back as on way in except also on time but must commend 2 crew members for their endless patience with one clown of a passenger.
3689,False,,United Kingdom,,,1.0,2,False,London (LHR) to Houston (IAH) to London (LHR). T5 in Heathrow is crazy We been up and down the lifts and get train to other gates. We got boarding first then people comes in the plane. When the plane was ready to take off then 1 hour later food ready to give out to other people then nothing until 1 hour before we land. The seat was uncomfortable old and tired. The Cabin Crew were so miserable.
