,verified,month_fly,month_fly_num,year_fly,month_year_fly,country,type,route,ground_service,money_value,recommended,review,origin,destination,transit
2073,False,November,11.0,2016.0,2016-11-01,South Africa,Solo Leisure,JNB to CLT via LHR,1.0,3,no,"Scheduled to fly out of Johannesburg on BA on 27th October but due to aircraft delays (A380?) managed to get onto another flight (Boeing 747-400) to ensure I caught my connection to Charlotte from London. This particular Boeing 747 had clearly had its day, but was infinitely better than my return flight on the A380. I paid an additional fee for my seat but irrespective, felt ""packed in"". The seat was very uncomfortable, slow service from section cabin staff and  in my opinion just too many people are accommodated on this aircraft. Chaotic boarding did not help matters. Will in future use one of the US airlines for this route.",JNB,CLT,London Heathrow
2075,False,November,11.0,2016.0,2016-11-01,Cyprus,Business,LCA to LHR,2.0,1,no,"Larnaca to London Heathrow, and wow, British Airways has gone downhill. Very grumpy and abrupt staff and the meal, if you can call it that, was a sandwich and a small coffee in a paper cup. This is on a five hour flight. British Airways needs to take a look at the likes of Qatar Airways etc.",LCA,London Heathrow,
2088,False,October,10.0,2016.0,2016-10-01,United Kingdom,Couple Leisure,LHR to JFK,1.0,3,no,"British Airways state that you can check in for free. When I checked availability 24 hours prior to the flight, there were only three seats available for the three of us. I also like to have a window seat however only available seats were aisle seats in C or J. Due to online check in, I had only the option to select an aisle seat. At T5 at LHR I spoke to BA customer services who advised that depending on how much you pay for the seat, only certain seats will appear available - in short, the less you pay, you get only the less popular seats with some not being available. This is apparently a new policy and the staff member said it has led to many complaints from customers. The aircraft was a 747-400 reg G-CIVV built in 1998. The aircraft had been renovated a couple of years ago and had new seats and LED lighting. However the aircraft tables were not clean, leg room was poor and the 747 is ""an embarrassment"". These are the words of a cabin crew member, not me. True - the 747 is an embarrassment when compared to the new airliners. Cabin crew were very friendly however were not widely seen, only towards the start of the flight. Food was ok - veg lasagne and a nice choc mousse. However only one meal followed towards the end of the flight by a fun size chocolate bar and undrinkable coffee. BA wake up - look to see what the competition is doing aircraft wise and sort out your unfair check in policy.",London Heathrow,JFK,
2124,False,October,10.0,2016.0,2016-10-01,United Kingdom,Solo Leisure,LHR to BUD,1.0,1,no,"London Heathrow to Budapest with British Airways. Yet another abysmal flight with BA. The majority of passangers these days seem to be large tour groups. Perhaps that's why service standards and comfort resemble a 1970s charter flight. The cheaper no checked baggage tickets, allowing a ridiculous 23kg of hand luggage, cause chaos on boarding, with 2 or even 3 people needed to lift heavy luggage into the lockers. Consequently aisles are blocked and while these manoeuvres take place. All semblance of orderly boring has been abandoned, there is no welcome on board, only desparate shrieking from flight attendants to be seated quickly and to place anything small enough under the seat in front to accommodate said oversized hand luggage. The seats on my flight were hard and uncomfortable. Cabin so called service, was nonexistant. The packaged inedible offering passing as breakfast was thrust at passangers with no finesse, and accompanied by half a plastic cup of cold stewed tea. The cabin staff seemed hell bent on racing through ""meal"" service to maximise time available to chat in the galley. The one redeeming feature was that the flight left on time, and arrived 10 minutes early. I was only on the flight as part of a tour group. Booking independently, I would have opted for a rival low cost carrier.",London Heathrow,BUD,
2130,False,October,10.0,2016.0,2016-10-01,United Kingdom,Couple Leisure,LHR to GVA,2.0,3,no,"London Heathrow to Geneva return. Appalling airline. The booking process is dreadful - they charge if you want to change seat in economy, I have been told they will be charging for food and drink from January, and the website very difficult to use. Their customer ""service"" via phone or email is abysmal (they are extremely rude, give completely wrong information, and I have been cut off, given wrong numbers and put through to loop messages). Whilst some of the cabin staff are lovely, many are extremely unhelpful. This week a steward refused to help me put my cabin bag in the overhead locker (the bag was not oversized, but I have a bad back at present, and I asked him very politely) - yet he outright refused though he helped other people. I flew Club class a month ago and the fold out table was filthy and even though the steward saw it he ignored the wet coffee rings and salt scattered everywhere and I had to actively ask him to clean it. Which he did, but with very bad grace. I avoid British Airways if I can, but sometimes the flight routes and times fit best with my needs. And every single time I do fly with them, I am reminded why I dislike them so much.",London Heathrow,GVA,
2134,False,October,10.0,2016.0,2016-10-01,Portugal,Solo Leisure,BOS to LHR,2.0,4,yes,"Flew British Airways from Boston to London Heathrow. The plane was clearly dated - judging by the old IFE screens and even some rust here and there - but the plane was clean, the crew were extremely nice and polite. The food was good, although I would say the light meal just before arrival could have been a bit more substantial. Overall, it was a nice flight. A note on the ground service: the way it is set up - with a line for bag drop among others and multiple counters that can call for this and that spread out - leads to some people not hearing being called. I could clearly hear the staff annoyingly saying ""I have called them and they are not listening so I am not doing it anymore"". I really think it is not nice, given the distance between the counters and the lines and the natural noise on an airport terminal.",BOS,London Heathrow,
2140,False,October,10.0,2016.0,2016-10-01,Germany,Business,JFK to DUS via LHR,2.0,2,no,"New York JFK to Düsseldorf via London Heathrow. The online check-in was fast and easy. The choice of seats (free of charge) was very poor, even the plane was half-full. The check-in (baggage) organization in JFK was a mess. Long lines with no priority for members. You should arrive min 2hours before the boarding, otherwise you will miss your flight.  The staff in the plane more less accabtable. My hand luggage got misplaced in the plane, I think somebody just remove it. I asked the staff, and at least they found my hand luggage. Recommendation to BA, staff behaved partly unacceptable. Beverages and seat comfort in total okay.",JFK,DUS,London Heathrow
2164,False,September,9.0,2016.0,2016-09-01,United Arab Emirates,Family Leisure,AUH to LHR,1.0,3,no,"Abu Dhabi to Heathrow return. Probably one of the worst flight/travel experiences me and my family have had to endure! From what was supposed to be a joyous occasion for us as a family taking our daughter to the UK to get settled into university turned into an experience that will make sure that we never fly British Airways again. First when checking in in Abu Dhabi the flight was cancelled due to technical problems with their new Boeing 787. Of course flights get cancelled and we fully understand but what was rediculous was the total lack of communication. Passengers stood around for hours with no one knowing what was going on, eventually a check in clerk told the passengers to come back the next day at 10 am for check in. The actual flight time was 14:00, then the plane was delayed yet again. British Airways staff were no where to be found! Eventually a supposed British Airways manager arrived. We then couldn't check in because the system was broken, after an hour they decided to manually check us in and we were away to get our daughter settled in Uni.! Arriving at Heathrow, two hours to clear customs because they were short staffed. Then on to collect bags only to find that my daughters bag for Uni was missing, apparently never made the flight and no one knows where it is. Again no communication from British Airways despite several calls to them each day and the crazy thing is that you have to repeat the story to every service centre person that answers the phone. Sad thing is that in the move to Uni she had packed a few sentimental items into her check in bag, when we explained this to the BA phone operator, she was told that was probably not the wisest decision. Thank you BA for the great advice. Now sitting on the plane returning to home to Abu Dhabi (same plane) 6 days later and the plane is delayed again due to hydraulic fluid leaking from the engine. Great you found the leak! But a new plane all these problems! Seriously British Airways, should you not test your new aircraft before you haul passengers around the world.",AUH,London Heathrow,
2168,False,September,9.0,2016.0,2016-09-01,United Kingdom,Solo Leisure,LHR to BUD,1.0,1,no,"London Heathrow to Budapest. It seems British Airways has lost so much of its traditional customer base that it's turning into a budget airline at scheduled prices. I only fly with them now when tour operators give me no choice. Ground staff were the now usual bunch of jobs worths, refusing to change my seat because ""that's what the computer has allocated"". Boarding was the now expected shambles. The no checked baggage fare option results in so many oversized bags being carried on board that overhead space for small cases is at a premium. On this flight several were removed from lockers, and the owners rudely told to put them under the seat in front, thus severely restricting leg room. Cabin staff were rude and uncaring. Again now the norm for BA. The in flight snack was a soggy croissant and a small plastic cup of tepid stewed tea. The seats are very narrow, allowing minimal room a no space between neighbouring passengers.",London Heathrow,BUD,
2179,False,August,8.0,2016.0,2016-08-01,United Kingdom,Couple Leisure,LHR to JNB,2.0,1,no,"London to Johannesburg return. Still waiting for a reply, after 6 attempts via email, post and phone to make contact. On flight BA 0055 to Johannesburg the inflight service was the worst we have ever experienced. We took off around 19h30, and were only offered a drink at 21h30. This was the only drink offered that night. Dinner was served at 22h30, no drinks accompanied this. We were surprised to see we were sitting in the back row of the plane, which was not what was shown on the diagram when we booked and paid extra for selecting our seats when we made the booking. We did not have a choice of meals as they had run out, all we were offered was a very poor excuse for a mushroom risotto, which was inedible. It took over an hour for the trays to be cleared away. Breakfast was served to the special diets around 04h30, waking the entire section where we were seated, then the lights turned off for another hour until we were offered an equally horrible breakfast. Coffee was not offered at all - the amount of liquids offered was below minimum requirements, if we had not taken our own water with us we would have had a problem. When we departed the plane it look like a rubbish tip, no waste had been collected during the flight, the cabin staff were surly and uninterested. Prior to this flight we tried to avoid the “back of plane” issues by paying an additional £56.00 for exit row seats. The payment was accepted and receipt issued via email. When we went to check in online our original seats had been allocated again. When we arrived at Johannesburg airport we were told that the seats were no longer available and had been allocated to other passengers. No apology or explanation was given. Not the way we wanted our holiday to end. The service on this flight was as to be expected, regular drinks offered (water throughout the night), the only negatives being no choice for dinner and a poor breakfast. Cabin staff were very good. We have not received a refund for the £56.00 paid for the exit row seats, and I await an explanation as to why these seats were not allocated to us. Even though we were flying economy, we expect a level of service and edible food. If the back rows are to receive less or no choice on food and drinks then they should be charged less. This is unfair and bad business practice. Upon speaking to other people who have flown with BA, the general consensus seems to be that only first / business class passengers seem to be valued, and our experience confirms this. BA were not the cheapest flights by far, we opted to fly with them due to reputation, which was sorely let down.",London Heathrow,JNB,
2202,False,August,8.0,2016.0,2016-08-01,United Kingdom,Solo Leisure,LIS to LHR,2.0,2,yes,"Lisbon to Heathrow on British Airways. I booked my ticket with a reputable travel agency and yet when I went to check-in online the BA website said I had been sold a seat-only flight. The travel agency disagreed and showed me they had booked a seat with a baggage allowance. I called BA and was messed around by their staff member. I had to pay an outrageous fee to have 1 bag of only 12 kg fly in the hold with me to London. At Lisbon airport things were hectic as the previous day their security people had been on strike. The departure board did not show the check-in area for the BA flights. I had to find my own way to where BA check-in. I joined a queue and was outraged when one of the check-in staff allowed a woman with 3 kids to queue jump. When other people objected including other families in the long queue with children the check-in agent did nothing and allowed the woman to get away with not queuing. The check-in lady I dealt with was very pleasant and cheerful. The departure from Lisbon was exceptionally busy with not one empty seat. The cabin crew were very professional. The departure was on time and during the flight a snack and drink was served. My seat was very comfortable and the drop-down screens showed the route followed. Arrival was 15 minutes ahead of schedule. Baggage on this flight is an issue in my opinion as too many passengers were allowed to bring on to the flight quite sizeable bags. When things go well, BA is excellent. However, charges for baggage are outrageous and place BA in the same category as budget airlines. I give top marks to the hardworking and very professional cabin-crew though.",LIS,London Heathrow,
2210,False,August,8.0,2016.0,2016-08-01,United Kingdom,Couple Leisure,MAN to JFK via LHR,1.0,3,no,"Manchester to New York via Heathrow. We were bumped off a BA connecting flight from Manchester to London Heathrow and put on an American Airlines B777-300 via LHR. Whilst I would agree that the staff on AA see passengers as a necessary evil (particularly as we were the lowest of the low in standard economy), the amount of room in their seat is by far a better option than those on the aging BA B747 aircraft. The food / drink served on the AA flight was also better than that served with BA. At least the coffee on AA came in coffee shop style cups, not the feeble paper cups that BA provided, with its 2 sips and it's gone drinks. I'm going to be booking a trip for our anniversary early next year to Boston, which I think I'll book with Icelandair, as this would avoid the 20 mins taxiing to the runway and 20 minutes circling time that.",MAN,JFK,London Heathrow
2219,False,August,8.0,2016.0,2016-08-01,United Kingdom,Solo Leisure,LHR to DUB,1.0,2,no,"I was booked to travel British Airways from Heathrow to Dublin airport in Ireland. I arrived at the airport within the permitted check-in times and was held up by a longer than anticipated queue. I went to a check-in bag drop counter where the staff ignored me for a good few minutes as she conducted a personal conversation with one of her colleagues. I was asked to place my bag onto the conveyor belt and issued a boarding pass and baggage receipt. The woman behind the counter then took the boarding pass back and after a few moments I asked her if there was a problem. She nodded and said her computer system would not let me board as my bag had been offloaded even though the bag was still on the conveyor belt and she had issued me with a boarding pass. After 15 mins she told me to take my bag and go to a different area for help. It was bizarre. I joined a second queue where a very helpful man explained that the first person I dealt with had not checked me correctly due to timings. He made a telephone call and as my flight was delayed by almost one hour he told me not to worry and to make my way to through security to the gate. Boarding was not efficient. One would expect better from BA. The queue was poorly managed. The cabin crew with one exception were frosty and functional. One cabin crew member, an older lady was superb and I saw her help a young mum with a baby and answering questions from 2 Japanese people with limited English. This member of the cabin crew was a superb representative of her airline. My seat was not clean and there were crumbs on the floor. The captain made very clear announcements and there was a nice drop-down screen to show the route of the flight. A cup of tea and a small packet of crisps were offered.  My bag did not arrive into Dublin with me and so I had to join a queue for Swissport. This is where my nightmare started. A uniformed woman who said she represented BA told me my bag would “most likely” not arrive until tomorrow. I asked her if the bag would be on the next flight and she said no and suggested that I leave the airport and that a courier would deliver the bag to where I was staying. I took her advice only to receive an automated email that same evening to inform me that my bag had indeed been placed on the next flight. Over the next few days a nightmare began. I spent many hours calling Swissport and their courier DPD. To be fair the DPD staff were helpful and told me the reference number from Swissport was wrong. Swissport insisted the reference number was correct.",London Heathrow,DUB,
2222,False,August,8.0,2016.0,2016-08-01,United Kingdom,Solo Leisure,LHR to YUL,2.0,1,no,"I fly this route 3-4 times a year, unfortunately there is no competition other than Air Canada. I've had occasional problems - rude staff, freezing planes, poor service - but generally been satisfied. On this last flight a week ago, the plane has been internally reconfigured, and they have placed large metal boxes in the foot area of every third seat that take up approximately 1/3 of the space, and fully restrict the movement of your feet and therefore your legs for the entire journey if you are a normal-sized adult. I have attached a photo of my feet trapped in this space - I offered to send BA this photo but apparently they are not interested as they ignored the offer along with the content of my complaint, see below. The discomfort caused by the reduced foot space was compounded by a delay of 1.5 hours - for which I did not blame the airline - meaning I spent 8 hours in that position rather than 6.5 hours. Then on arrival we in steerage learned that the pre-landing snack had been replaced by a funsize chocolate bar, approximately 2 inches in size. As a result I arrived starving and had to go and eat somewhere after 10pm, and would have brought food on the flight had I known of the miserly cost-cutting measure in advance. I wrote to complain about these aspects of the flight, but primarily the lack of foot space because of the new configuration, as this can't easily be remedied and will put me off using the airline again. I ended my complaint saying I had the distinct impression that there is no respect for economy travellers. I've just received a response which is clearly a cut-and-pasted reply about the 1.5 hour delay and completely ignoring the content of my complaint, indicating that it was not even read, and confiming my impression that they have contempt for the experience of people in economy. Which is particularly shortsighted, as some of us will soon be travelling in higher classes due to changes in our circumstances, and we won't forget how we were treated.",London Heathrow,YUL,
2241,False,July,7.0,2016.0,2016-07-01,United Kingdom,Business,BLR to LHR,1.0,3,no,"Bengaluru to London Heathrow with British Airways in World Traveller. Started badly - at check-in and gate boarding World Traveller passnegers are made to feel second-class citizens, but this seemed worse at Bengaluru (choatic) than Heathrow. The plane itself was packed to capacity, probably because this is the only direct carrier on this route. World Traveller is a 3x3x3 configuration. I had chosen an aisle seat in the centre (seat 38D) at the rear to minimise risk of disturbance from other passengers. Leg room is actually pretty good for economy and the new style of seat has plenty of space underneath. Seat width is OK. The adjustable headrest is better than that in Premium Economy (World Traveller Plus) although the seat base is hard. For a 10 hour flight I recommend sitting on the cushion. Service was variable - the VOD in my seat did not work (all I could get was the map) and one of the staff reset it (quite grudgingly I felt) 3 times without success. Thankfully a more senior staff member was able to find the only other unoccupied seat about 3 hours after takeoff. To be expected to put up with a seat without VOD for 10 hours is ridiculous - why do BA not check them after each flight? Plenty of food (breakfast after 2hrs, in then a snack box after 5hrs, then lunch after 8hrs) but, unfortunately, while I thought sitting at the rear would mean being served first, that was not the case, and by the time they got to my row all choice was gone. No connectivity in seat, only earphone socket. VOD choice quite limited compared to other airlines. Unfortunately I think that British Airways have been overtaken these days and will look to the Middle and Far Eastern carriers in future.",BLR,London Heathrow,
2259,False,July,7.0,2016.0,2016-07-01,United States,Business,LHR to JFK,1.0,1,no,British Airways standards have dropped dramatically. My flight from Heathrow to New York JFK was awful. Passengers were not given a hand towel or a menu before the dinner service. I was only given one choice of meal. The interior of the aircraft looked worn and shoddy (there was litter on the ground when entering the aircraft) with the onboard entertainment system on the aircraft outdated to say the least (there were limited choices available and the screen which was scratched kept flickering throughout the flight). Even the blanket and pillow looked as though it had had too many washes. The exterior of the aircraft was also dirty and unkept. Staff on board appeared far from athletic. British Airways are falling far behind the level of service provided by the top tier Far East and Middle Eastern airlines. Not impressed at all.,London Heathrow,JFK,
2274,False,June,6.0,2016.0,2016-06-01,United Kingdom,Solo Leisure,MRS to LHR,1.0,1,no,Flew Marseille to London. Absolutely terrible service. Flight delayed four hours. Check-in staff rude and arrogant and didn't explain the delay. Plane was not that clean. The one consolation was the pilot coming out of the cockpit to apologise about the delay and offered the opportunity for passengers to view the inside of the cockpit. For the money they charge you can get better service elsewhere. I would recommend using other airlines personally.,MRS,London Heathrow,
2275,False,June,6.0,2016.0,2016-06-01,United States,Couple Leisure,LAX to FCO via LHR,2.0,1,no,"Los Angeles to Rome via London with British Airways. Our flight from LAX to Rome was on time and generally good. We upgraded from Economy to Premium Economy at the airport for $382 each. We had tried to upgrade ahead of time with our frequent flyer points but could not because we booked through Costco (Costco said we needed to go thru BA and BA said we had to go thru Costco). Boarding was not well organized. Our flight from London was delayed and we had a difficult time finding out where to go as the airport departures board did not list a gate and departure time kept changing. One BA associate told us it would probably leave from gate 18 which proved to be incorrect information. We finally asked an attendant at a random gate who looked it up on her iPad. We had to sprint back to gate 1 with 15 minutes until departure. When we arrived at that gate, we were told we would be bussed to our gate. We waited another 25 minutes for buses. Seats were fairly comfortable. Food was just okay - the small steak served was over cooked and as hard as rock. We arrived in Rome almost 2 hours late. Coming home we traveled economy as we decided the charge to upgrade on the way there was not a good value. Our flight from Rome to London was late in arriving which made us almost an hour late taking off from Rome. Boarding was chaotic and you couldn't understand the announcements being made about who was to board and when. Other people were turned back rather rudely by BA staff. Everyone seemed confused. Snack on board was small but tasty. We had to be ""express serviced"" through security in London in order to catch our connecting flight. No time to catch a snack or use the toilet. Boarding was in-process when we arrived at the gate. Then we sat on the tarmac for an hour before we could take off. Seats were very narrow and close together to the point that when the person in front of you reclined their seat, the back of the seat was very close to your face. You had to ""go horizontal""in order to get in and out of the seat to use the rest room. Arm rests between seats and at the end of the row did not lift up entirely so you had to slide over the arm rests. Food was pretty good. On board entertainment was good. Service was slow, forcing you to sit for an extended length of time with a tray squeezed in front of you. Our luggage is on an extended vacation as it did not make it to our flight in London. We arrived 25 minutes late to LAX. I also take exception to the $90 luggage charge ""per leg of the trip"" for our 2nd bag. 1st bag is no charge but $380 (round trip) charge for the 2nd bag is very steep.",LAX,FCO,London Heathrow
2289,False,June,6.0,2016.0,2016-06-01,United States,Couple Leisure,LAS to LHR,2.0,3,no,"Las Vegas to London Heathrow return, and we did not have a good experience with British Airways. Both flights were incredibly hot and stuffy, unlike anything I've ever experienced flying on any other airline. I tend to run cold and usually need a sweater on planes, but I was uncomfortably hot the whole time. My husband and some of the other passengers sitting near me also commented on how stuffy it was. The staff on our return flight were rude to passengers and nice only to a select few. I definitely got the impression that you are either a have or a have not with this airline, and if you're a have not then don't even bother expecting any courtesies from the staff. The people sitting next to me had a complaint and it took 3 hours for a staff member to address them. On our return flight, we asked about paying to upgrade our seats but were told it was a full flight and we wouldn't be able to because some passengers were receiving complimentary upgrades and others were being downgraded. I thought it was odd that they would be giving free upgrades if it meant downgrading passengers who had paid for better seats, but what was even more odd was that some passengers didn't know they'd been downgraded until they got on the plane! A group of passengers got on the plane and went to their seats only to find that they weren't the economy plus seats they'd paid for and reserved - they were regular coach seats. They had all the paperwork showing that they'd paid for economy plus, so this wasn't an error on their part. They were told it was a full flight and they could get off the plane if they wanted. A couple of passengers in this group were elderly and had paid for economy plus because an elderly lady in the group had a medical condition with her blood circulation so she needed the extra leg room. This poor old lady had to spend at least half the 10 hour flight standing in the aisle. The boarding process in Las Vegas was smooth, but boarding at Heathrow was a joke. The staff only made one announcement, and must not have had their speaker turned on because it was barely audible. As a result, no one knew where they were supposed to go and people were standing in the wrong lines and basically all over the place. It made boarding take forever. The entertainment selection was sub par for such a long flight. A few decent movies but not much else. I thought the food was decent and they served plenty of food and drinks for the flight.",LAS,London Heathrow,
2292,False,June,6.0,2016.0,2016-06-01,United Kingdom,Couple Leisure,LHR to MIA,1.0,1,no,"London Heathrow to Miami with British Airways. Awful experience. Changed our flight from a morning flight to an evening flight on the way out and refused to refund the difference as we were put on a cheaper flight. Then cancelled our return flight without informing us so had to spend an hour of our final evening on holiday speaking to an advisor. The plane on the way out was very old, many TV's broken and very uncomfortable. Staff are extremely unhelpful and will never use BA ever again.",London Heathrow,MIA,
2311,False,May,5.0,2016.0,2016-05-01,Switzerland,Solo Leisure,GVA to INV via LHR,1.0,2,no,"After a hiatus of almost 20 years, the Heathrow to Inverness route was reinstated in May 2016. For the last few years travelling to Inverness from Geneva we have been using Easyjet via Gatwick so I thought it would be interesting to see how BA compares to its budget rival when travelling to the North of Scotland. Overall, I would say not particularly favourably. Bag-Drop; I checked-in online so just had to go through bag-drop. However, with only one agent on the desk dedicated to economy passengers (versus 3 agents for business passengers) BA bag-drop in Geneva was a slow and painful experience and slower than I have recently experienced with Easyjet in Geneva.  Boarding in Geneva was fairly smooth, no better or worse than Easyjet. In-flight Staff were friendly and efficient however the complimentary breakfast (of a ham and cheese croissant) could best be described as awful (a croissant in name only!). Given the price premium my overall opinion is that BA are not providing sufficiently better service in comparison to Easyjet considering the price premium between the two airlines.",GVA,INV,London Heathrow
2318,False,May,5.0,2016.0,2016-05-01,United Kingdom,Couple Leisure,MXP to LHR,1.0,3,no,"Milan Malpensa to London Heathrow with British Airways. 1.25 hrs standing in queue to check in due to ""new system installed last month running slow"". So why no extra staff to cope with this? Plane then cancelled 30 mins after time, due to technical issue. No systems in place to cope with the size of what then needed to be done. Everyone had to re-claim baggage, exit via passport control and queue at service desk to re-book. Unbelievably, desk staffed by only one person. People with onward connections were being given priority so their journey could be re-planned but each of these took 10 to 15 mins to process, with a line of 100+ people waiting behind. Thus by the time one person had been served another had been prioritised to front of queue, meaning that the queue was effectively not moving. Over 3 hours later a third of the queue was still standing in line waiting to be processed. It was only the self-discipline of those in the queue that prevented this descending into total chaos. Why not two terminals so the onward travellers could be dealt with separately from those with simple needs? Why no seating and no queue management system? Pathetic response to what must be a an occasional problem. Then had to re-present to re-check-in again via their slow 'new system' and go again through security (mercifully top class) and passport control for evening flight. Those who'd queued longest stayed in hotel to travel next day. No meal vouchers offered. No compensation details offered, tho given when asked for.",MXP,London Heathrow,
2328,False,March,3.0,2016.0,2016-03-01,United Kingdom,Couple Leisure,LHR to BOM,1.0,3,no,"My partner and I were flying from London Heathrow to Bombay in March and were due to catch an onward flight to Goa. Unfortunately someone fell seriously ill on the flight and our plane was redirected to Istanbul to allow for them to be taken to a hospital. The redirection meant that we arrived in Bombay 3 hours late and wouldn't make our connecting flight. When we touched down in Bombay the flight attendants said that BA ground staff would help us with missed flights, connections etc, and we should speak with them when we disembarked. On this advice we sought out uniformed BA ground staff in the luggage hall and asked for advice on what to do. They advised us to exit the hall and find an airport-based travel agent and purchase new flights to Goa. When we voiced our concerns about not being reimbursed they reassured us saying that BA would definitely cover it, and went on to say that we should wait 14 days before making a claim through the website. Armed with this advice from BA staff we went ahead and purchased new tickets. Big mistake. Since returning home we have duly followed instructions and tried to claim for reimbursement. Here is the reply we received from BA customer relations: ""We've received a reply from Mumbai who've investigated your case. The agent you spoke to can't specifically remember speaking to you personally. He did mention he'd advised customers with separate tickets to make their own arrangements. He also mentioned BA wasn't responsible for any onward travel costs."" This is an outright lie. I can only conclude that the BA staff member we spoke with in Bombay was either fobbing us off or was improperly instructed in what to say to customers. Either way British Airways should be held responsible for the advice their staff give. Poor service at the time and poor customer service in the follow up.",London Heathrow,BOM,
2345,False,May,5.0,2016.0,2016-05-01,United Kingdom,Couple Leisure,LYS to LHR,2.0,1,no,"British Airways have seriously gone downhill. There is absolutely no difference between them and low cost airlines - I would actually prefer easyjet and Ryanair as at least they are transparent. This journey from Lyon to London Heathrow was chaotic and stressful. Thanks to BA charging £30 to check in luggage one way, every passenger takes cabin baggage. This means everyone flocks to queue up like cattle well before any announcements are even made. The boarding process made more unpleasant by them calling different groups out - I have honestly never seen anything like it. Once on board, they had to stow a lot of luggage in the hold as it couldn't fit. Passengers were arguing with one another (3 separate fights were witnessed) and staff were being very aggressive shoving bags and coats in every nook and cranny and telling people to move. The meal service is a joke - a pathetic barely edible sandwich. As always with BA flights to and from LHR, this flight was late. We ended up flying round and round over London for 30 mins. The worst thing is BA's new policy of charging to select a seat - even at online check in opening 24 hours before. This means they assign you any rubbish seat and you have to pay £12 just to change it to any normal seat (and even more if extra legroom). BA's new policy seems to be to nickel and dime customers at every possible step of the way (and charge more than other airlines in the process). A shame they have turned this airline into something worse than low cost. I will definitely be avoiding them wherever possible.",LYS,London Heathrow,
2352,False,April,4.0,2016.0,2016-04-01,United Kingdom,Solo Leisure,CDG to LHR,1.0,4,no,"I flew to LHR T5 on British Airways with a connecting flight on Avianca to Bogota from Terminal 2. The staff at Paris airport refused to check-in my piece of luggage on the continuing Avianca flight because I had not booked that ticket with BA. I had bought 2 separate tickets. I realized that this would result in having to collect my luggage at T5, go through Passport control then go to Terminal 2 by Underground as there was a problem with Heathrow Express. When I pointed out to the BA staff the impact this would have they said it was my fault for booking 2 separate tickets, and Avianca are not part of oneworld like BA, but in Star Alliance.",CDG,London Heathrow,
2379,False,April,4.0,2016.0,2016-04-01,United Kingdom,Solo Leisure,LHR to CPT via JNB,1.0,2,no,"I am writing to complain about my deeply distressing British Airways flight from London Heathrow - Cape town with a change at Johannesburg. The flight was badly managed throughout. when I arrived at Heathrow, I was told by a member of staff that my name was not on the system. She eventually found it, She then said 'oh Im sorry to tell you that there are no more seats on the flight.' I was obviously distressed by this as imagined I would have to return back to Dorset? However, after much insisting she eventually eventually found my seat. I arrived at the gate in good time for my flight to Johannesburg. However we were all waiting for about a further half an hour past the time we were meant to have departed the airport. In this time, there were no explanations as to why we were so late boarding the plane. Once on the plane, again we waited and waited and waited - and eventually we were told that 'Sorry for the inconvenience, but BA did not have enough time to the the engineering works, or refuel or do the mandatory paper work for this plane during the day.' So we were extremely late in setting off from Heathrow. I think this is a poor excuse for not departing at the correct time and we were not given enough notifications throughout the lengthy wait. I was concerned about catching my next flight from Johannesburg to Cape Town. The flight attendant told me not to worry and there will be lots of BA ground staff to help us all when we arrive at Johannesburg. However, this could not have been further from the truth. Once landed there were no British Airways staff present - except for one lady in a High Vis jacket who explained to people that needed to get the connecting flight to Johannesburg to leave their luggage as it would be put on the plane and to Run to the next gate for the flight. She then pointed at a man (he was wearing no uniform) saying he will take me and another passenger to gate. We literally ran through the airport and then the man asked for a tip? I gave him £5 but was extremely suprised that I would have to 'tip' someone who supposedly BA advised me to go withOnce getting to the gate and (just in time) the lady at Comair said radioed through and told us they had already sold our tickets, and rudely shouted at me as to 'Why? did you leave your luggage' By this point I had tears falling and was feeling extremely overwhelmed. She then told us to 'just go back' with no further help. Luckily another passenger was with me and was kind enough to show me the BA check in desk to ask for new tickets to Cape Town. Once at the BA deskthey were not helpful in the slightest. They simply told me to go and get my luggage from a 'Menzies' which was the other side of the airport and see if it was there. I ran too and fro the Menzies (lost luggage) to the Comair and BA office - back and forth for around 2 hours. No staff were helpful even though I was crying and feeling completely bewildered.",London Heathrow,CPT,JNB
2380,False,April,4.0,2016.0,2016-04-01,United Kingdom,Family Leisure,MAN to LAX via LHR,2.0,1,no,"Manchester to Los Angeles via Heathrow with British Airways. Pre paid for emergency exit seats for our flight and was allocated these at check in. 45 minutes later when trying to board flight, we were stopped and told we were now at the back of the plane with our tickets given to BA staff, who were sitting comfortably. It transpires we have to contact BA ourselves to get our money back after filling in a form. This sums up British Airways now, as an airline where customers are effectively charged for something they aren't provided with and then BA making it so difficult that they hope they get to keep the money, customer service is non existent. Other than this, all 4 flights we took were late, our son was given child meals we hadn't booked, the choice of meals was one of only two options both were disgusting, one of the seats was broke on a new A380 and the seats were incredibly uncomfortable in that you could feel the metal frame as there is no padding in the seats. An internal Virgin America flight we took had more space and more comfortable seating than BA's A380. I cannot find anything positive to say about them.",MAN,LAX,London Heathrow
