,verified,month_year_fly,country,aircraft,type,food,money_value,recommended,review
2964,False,2015-06-01,United Kingdom,Boeing 767,Couple Leisure,2.0,2,no,"It appears BA continues to adopt a “do as little as possible” for this route, presumably due to their monopoly. The aircraft and cabin is looking tired/old, and decidedly mediocre compared to recent business class flights with Emirates, Etihad and Qatar Airways. Outward excellent service from cabin and flight deck crew. My seat (2K) was shockingly filthy. It had been cleared since the last passenger, but I noticed much ingrained filth e.g. food /drink splatters on the cabin wall, crumbs in seat folds/gaps and stained cover, all sorts of debris on floor in gaps/cracks, and remarkably grimy carpet. Cabin attendant offered me choice of the empty seats, but on inspection these were in a similarly grim state. Seat was OK for comfort, but mediocre IFE choice with very poor quality screen. Meal service was good for food and drink, although dirty environment was off-putting. Lacto Veg’ meal much improved since last tried. Pantry service is underwhelming in places e.g. Mars Bars and KitKats are tragically promoted as retro, but some nice ice cream. Return in 1K, and excellent service from cabin and flight deck crew. I'm ridiculously grateful that this cabin is clean. Tired, so skipped dinner. Decided to watch a short TV programme and found much better picture quality on screen compared to outward, although even less programme choice. I found seat comfort mediocre in bed mode, but got five hours of sleep. The cabin layout is clearly designed to maximise passenger numbers without much thought for their comfort. Awake for breakfast, so when attendants were offering bacon rolls I asked for my wife and my requested Lacto Veg Meals. Staff returned ashen faced, and profusely apologising, with two neatly wrapped and labelled plain white bread rolls. Such bad service, and a lack of joined-up thinking! You couldn’t make it up. Post-flight I found the BA customer complaints dept to be dreadful, and left me far more disappointed with the service than at the end of my flights."
2967,False,2015-05-01,United Kingdom,Airbus A380,Couple Leisure,2.0,2,no,"Disappointed. The food was poor, my wife's steak could have been anything, my curry had a tiny piece of chicken. The cabin was less than half full but cabin crew hadn't time to bring a glass of wine. After the meal, staff disappeared. No after dinner drink offered, no refreshments during the night. For the price this could have been a lot better. Return on old B747 was better."
2996,False,,United Kingdom,,Business,1.0,3,no,"This review refers to a return trip from India BOM-LHR in Premium Economy. The seating is fine in this class and is definitely worth the extra from standard economy in terms of the leg room. However that's where it ends. The service compared with Business which I travelled out in, is woeful. The BA cabin staff seem to treat anybody not flying in Business or First as second-class citizens and barely do their job. That and the awful food - the worst I've had on a long haul flight has made me seriously re-think my choice of carrier next time I fly the route."
2999,False,,United Kingdom,,,1.0,1,no,Travelled from Venice to Gatwick on 28th May check in staff rude and unhelpful plane seats and food trays dirty and seats very worn and uncomfortable. Lady next to me had her arm rest fall off during the flight. Food for my daughter inedible. Attendants very lacklustre. Nappy changing table fell on my mum whilst on the toilet attendant suggested we sue BA! Wrote to BA to complain got fobbing off email in return. Won't be wasting my money on business class again. Shocking service and standards from start to finish.
3000,False,,United Kingdom,,,1.0,1,no,Travelled from Venice to Gatwick on 28th May check in staff rude and unhelpful plane seats and food trays dirty and seats very worn and uncomfortable. Lady next to me had her arm rest fall off during the flight. Food for my daughter inedible. Attendants very lacklustre. Nappy changing table fell on my mum whilst on the toilet attendant suggested we sue BA! Wrote to BA to complain got fobbing off email in return. Won't be wasting my money on business class again. Shocking service and standards from start to finish.
3008,False,,United Kingdom,,,2.0,3,no,Flew from Heathrow to San Francisco on May 1st with BA. What a disappointment! I had to pay over £120 to sit next to my husband having already paid for the flight. Then we couldn't access the entertainment for over 90 minutes at the start of the flight due to some technical problem and again later in the flight it went off for about 60 minutes presumably due to the same problem. Our first meal was served more or less straight away and it was OK typical airline fare but there was then over 7 hour wait for the next meal which was laughably called afternoon tea one piece of bread cut into quarters with chicken and a scone with cream and butter. Four hours after the main meal they ran out of snacks and when my husband went in search of something to eat they gave him two packs of nuts and said they were for the return journey! Don't they stock up before picking up the next passengers? Luckily my husband always carries chocolate bars with him as he is diabetic but heaven knows what might have happened had he needed food from the staff. Before half way two of the toilets went out of service so there were some queues. Would I fly BA again certainly not long haul although unfortunately I have to return to Heathrow with them from Boston today.
3016,False,,United Kingdom,,,1.0,1,no,Club World: Just flown London Gatwick to Las Vegas in Club World and very disappointed. Staff were not particularly helpful gave the impression that everything they did they were doing you a favour. The seating of 2/4/2 in a Business Cabin is unfair trying to pack too many people in. They didn't offer anything to try to make you feel a bit special and I had paid a lot of money for the tickets. I normally fly Virgin Atlantic on this route and will defiantly be using them in the future.
3020,False,,Australia,,,1.0,1,no,BA 10 Bangkok to London Heathrow May 26th 2015 World Traveller Plus (Premium Economy). First the positives: check-in at BKK was reasonably efficient the flight departed on time and landed at LHR about 15 minutes early. Unfortunately while World Traveller Plus provides some extra leg room when compared to economy there was nothing else about our flight experience that justified the additional cost of World Traveller Plus. The cabin seating and equipment were tired - the entertainment system was old and barely functional. However by far the worst aspect of the flight was the poor service from the cabin crew who almost without exception appeared uninterested in customer service to the point of rudeness. Their strategy seemed to be to minimise their exposure to customers in order to maximise the time they could spend in the galley at the rear of the aircraft. After the first meal service (an uninspiring Chicken Curry with boiled to death broccoli and carrot not remotely resembling the misleadingly optimistic descriptions found on the BA website about the supposed 'enhanced' dining experience of World Traveller Plus) calls for service went unanswered for lengthy periods of time. It seemed the only effective way to obtain further service was to walk to the rear galley where staff congregated and made it clear they did not appreciate being 'interrupted' barely acknowledging requests while continuing their conversation and grudgingly fulfilling requests to a bare minimum. In stark contrast to the excellent cabin service food and entertainment options we experienced flying in economy on Qantas to Bangkok the previous day this so called 'premium' experience on BA was extremely disappointing. Our advice: don't waste your money on BA World Traveller Plus.
3043,False,,United Kingdom,,,1.0,2,no,Over the last couple of years I have travelled to China by Emirates KLM Virgin Atlantic and BA. The next time I travel BA will be my last choice. I got the impression from the very start that BA are penny pinching at every opportunity. Their lounges are basic and the food minimal. Although having a seat on the plane only a few row down from the front some meal selections had run out. The cabin staff hid behind curtains most of the flight therefore service was at a minimum. If you have a window seat you have to straddle the person in the inside seat if you need to get out.
3050,False,,United States,,,2.0,3,no,LAX-LHR-LAX April return May 14. Another chance to try the A380 product and all seemed well online check in bag drop sensible loading on the air bridge at LAX but once we boarded a self important flight attendant decided she had to check the boarding passes to ensure we were on the right plane on the right day. No you do not we have been checked all the way along. Still even this pitiful attitude could not dampen the sterling job done by the pair of flight attendants we had. They gave Mixed Fleet a very good name. Now having got through everything needed on that trip we had the return. WTP so the food was OK the thing is during the trip the LAX sector had reverted back to the legacy staff. Disaster. The staff tried until around half way through the flight when a woman who spoke with a brogue I guess Eire arrived to take charge and declared the bar closed. So too were snacks of crisps etc. Half way through a long flight? BA claim the bar service and snacks are available throughout the flight. Clearly they are telling lies. This poor creature shut things because she had counted everything. Anyway if BA wish to lie to us we will not be buying from their High Life Shop. It cuts both ways. So to sum up most BA staff really do try to make passengers (the customers) enjoy the experience; certainly I have always flown BA where possible however when one employee on each sector can colour the experience in such a negative manner I shall not be rushing to fly them again. Closing the bar and snacks after less than six hours on a flight of over eleven hours? To Fly to be Self Serving.! I really can no longer recommend BA.
3107,False,,United Kingdom,,,2.0,2,no,We flew for the very first time on BA on 27/03/15 and returned 06/03/15. Our holiday to St Lucia from Gatwick was booked through Kuoni and we usually fly with Virgin Atlantic. We always upgrade with Virgin to Premium Economy as you have a larger luggage allowance and the Premium Economy Experience with Virgin is very good. Therefore we booked BA World Traveller Plus expecting the same degree of service. What a disappointment! I would not advise wasting your upgrade money. Apart from getting the larger luggage allowance BA World Traveller Plus is almost exactly the same as World Traveller. The Service both ways was appalling! The seats were old and shabby and uncomfortable we were only offered bar service once on a 8/9 Hour flight! We had to drink from plastic beakers the staff seemed preoccupied with Business Class Customers and had no time for our section at all. On the way back my Husband and myself were given seats 2 rows apart at check in without being told. We only noticed when we boarded the aircraft. On this length of flight I was most upset we were apart as everyone sat near me were single travellers and Were asleep throughout the 9 hours. The seat back TVs are very small and my TV didn't work properly and I couldn't even watch anything. The aircraft was badly in need of an interior upgrade. We will never fly with BA again anywhere and will not recommend the experience to anyone.
3135,False,,United Kingdom,,,2.0,3,yes,LHR-PHL return. First only half full on both legs as Club not oversold. Very much better service than when full as crew have time to interact. BA really should consider cutting back the number of seats and sell a truly premium product like so many others have now chosen to do. Food disappointing as usual - much room for improvement here. Decent wines but whites/champagne always warm on the return as kept unchilled during the turnaround. T5 experience fine both ways as mid-week and time of year not so busy. Lounges good and lounge staff friendly both LHR and PHL.
3138,False,,United Kingdom,,,1.0,1,no,23/3/2015 LHR-SIN BA011 First. Awful from booking to completion of the flight. As a BA. Gold executive member at time of booking some 11 months ago booked this flight on the new A380 only to be told by BA in May 2014 the equipment had been changed to the extremely old 744 due to technical issues. Sold feeling a little let down secured seats 1a and 2a on the 744 these are the best of a bad bunch as to I wonder why BA squeezes 14 seats into such a small area where other airlines only fit 8 seats into the front sections of 744s'. At the beginning of March I checked the booking online only to find that we had been moved to row 5 in the middle this was not acceptable. I called the BA gold line to object only to be given numerous contradicting excuses non of which were valid whilst on the flight I found out that the passenger in 1a was a lifetime gold member so. I can only assume that rank has its privileges. Now onto the flight arrogant staff with one exception really poor food served at different times as we were in the middle which meant we had different staff attending to us. Plane interior shabby not surprised for a 20 plus year old plane along with the PA being inaudible I felt this to be a safety issue and when mentioned I was ignored. I booked this flight for us a part of a special Far East holiday I had high expectations of BA First which have not been met in anyway what a total waste of money. Will now try to avoid flying BA in any of there classes once I have redeemed my Avios balance.
3151,False,,Cyprus,,,1.0,3,no,We travelled CUN-LGW 11 March and it's the last time we will ever travel Business class with BA. No lounge facilities at Cancun only a voucher offered for use in departure area food outlets. On board usual gymnastics to get in and out of seats ran out of food choices for dinner limited choice for breakfast tea served in a cup without saucer. Cabin staff excessively noisy in galley throughout flight. Better value in cattle class.
3192,False,,United Kingdom,,,2.0,4,yes,Flew from LAX-LHR on BA's new A380. The crew are rightfully proud of their new aircraft and could not stop telling the passengers about its status. My seat was picked as 53K Upper Deck. I couldn't believe how cramped it was for this long journey. The divider partition was covered in red wine stains from a previous trip and staff seemed nonchalant about cleanliness. The available width of BA's offering is a big disappointment. Whilst those socially awkward individuals might enjoy the clandestine surroundings I for one do not favour the casket-feel of Club World. The A380 and 787 were a chance to hone the business class offering after much criticism. Execution of the flight was prompt and we pushed back on schedule. I fly a lot for work and am privileged to enjoy the premium cabins but poor attention to detail and very slow service don't inspire a return to a specific carrier. One alcoholic drink was offered just after take off and then the all too familiar menu was wheeled out. BA's menu for this flight was identical to a return LHR-MIA-LHR leg I took back in early December. Lacklustre choices and the infamous warm chicken breast salad. Maybe I was tired and didn't endear myself but it needs to be better. I recently flew the A380 with AF to LAX in Business and that was a role reversal! No limp and greasy bacon sandwich on AF either. LAX Teminal B a massive improvement over the years. From fast immigration to pleasant design it's the leader in aspiring all US airports to improve their standards and get rid of carpet underfoot! Although and in summary is this solely enough in a demanding arena where those availing themselves of premium cabin experiences have quite the opposite.
3198,False,,United States,,,1.0,1,no,"I have been a loyal customer for the last 10 years and have progressively seen the service cleanliness and interest in client satisfaction decline. I just came back from a NYC-LHR-Dubai trip and will not fly BA again. Several reasons: my seat in Business Class was noticeably filthy - crumbs on the seat and hair on my pillow. When I told the attendant she just fluffed the pillow and walked away. I was hounded for not filling out the breakfast form in 5 minutes (the plane had not even taken off) and told that ""I would not get breakfast"". I was served raw chicken and when I expressed interest in another dish was told that all the other passengers had eaten and that there were no more dishes on the plane? The dish was taken away but no follow up or apologies - not even an extra bag of nuts to ensure that I was not hungry for the 7.5 hr flight. Perhaps the most disturbing part of traveling with BA is that the staff are unapologetically arrogant disinterested and unapproachable and any response is as if they are doing you a favor. As a customer paying nearly 10000 USD for a round trip ticket I shouldn't be afraid to speak to staff and highlight a dirty seat or food that is not cooked. The seats on two of the legs were broken and my screen did not work on three of the legs. There are plenty of other first class carriers out there that I will now become a customer of."
3202,False,,United Kingdom,,,2.0,3,yes,I flew club world from JHB to LHR on 21/01 on the 747. The flight experience overall was a good one. Sitting on the upper deck of 747 is definitely a must as its a fair bit quieter than the main deck. The check in was a breeze and the staff at the desk were very friendly especially considering I was travelling with loads of luggage bicycle etc. I didn't use the lounge as I know the one in JNB is not very good. The boarding took place on time and we were offered pre takeoff drinks soon after seating. Take off was a bit delayed but smooth non the less. The food leaves a lot to be desired on BA I had the Salmon main course which was very bland. The up side the champagne was perfectly chilled and the desert was yummy. The seat configuration is not the best as you are facing your neighbour. The seat in the lounging position is very comfy but is a bit narrow for sleeping it's also a bit short for taller individuals such as myself. Arrival at T5 was very smooth as I used the fast track lane from landing to climbing in the taxi was less than 30 min. I would definitely fly BA again but they do need to look into the quality of food and the seat configurations for future upgrades.
3204,False,,United Kingdom,,,2.0,3,yes,I flew club world from JHB to LHR on 21/01 on the 747. The flight experience overall was a good one. Sitting on the upper deck of 747 is definitely a must as its a fair bit quieter than the main deck. The check in was a breeze and the staff at the desk were very friendly especially considering I was travelling with loads of luggage bicycle etc. I didn't use the lounge as I know the one in JNB is not very good. The boarding took place on time and we were offered pre takeoff drinks soon after seating. Take off was a bit delayed but smooth non the less. The food leaves a lot to be desired on BA I had the Salmon main course which was very bland. The up side the champagne was perfectly chilled and the desert was yummy. The seat configuration is not the best as you are facing your neighbour. The seat in the lounging position is very comfy but is a bit narrow for sleeping it's also a bit short for taller individuals such as myself. Arrival at T5 was very smooth as I used the fast track lane from landing to climbing in the taxi was less than 30 min. I would definitely fly BA again but they do need to look into the quality of food and the seat configurations for future upgrades.
3265,False,,United Kingdom,,,1.0,2,no,"LHR-SFO-LHR. Why do I keep thinking BA will improve? The 747 on this route is falling to bits. Their business class configuration is terrible. Facing a complete stranger having to attempt to climb over other passenger to go to bathroom! Seat narrow and table unusable for dinner unless use knee to hold it up! Food on both legs awful but worse coming from SFO. Also club kitchen pathetic. IFE systems the worst of any airline. BA please travel on Emirates just once and see how it should be done. Staff on way out on upper deck very nice and attentive however on return to LHR on upper deck staff were verging on ""can't be bothered""! Served dinner during severe turbulence which you could not eat so they could get dinner finished and sit down for rest of flight. Had to go to galley to get drink as ignored call button. Then empties sat on table for two hours before I dumped them in galley. Breakfast consisted of hard fruit and greasy bacon tiny roll. Both of which left uneaten. I keep booking through blind loyalty but after Bahrain and San Fran in December decided no more. They have just got too bad."
3300,False,,United Kingdom,,,1.0,1,no,TPA - LGW on Dec 10th in PE. BA have total monopoly on the London/Tampa rout and don't they know it. I fly this about every six weeks or so normally in Club World but sometimes in Premium just due to the huge price variance. The quality of the planes on this route but more importantly the service and staff attitude are way below the standard you would expect and this trip was no exception. Old plane miserable arrogant staff and poor service. I pray every time I fly that another carrier will take up a slot at Tampa as it's a growing airport and when they do BA will definitely lose my business and I suspect many others.
3301,False,,United Kingdom,,,1.0,1,no,British Airways are not interested in providing normal business class comforts and cuisine or even lounges on some routes. The Cancun route and the Nassau routes I have flown recently show this clearly as they are presumably are not bothered with little or no competition at all. This saddens me that they have made a clear decision that on holiday type routes they will provide the absolute minimum on everything. One example that shows how pathetic it has become with cutbacks out of many problems I encountered on these routes is that the food was so awful on the Cancun flight recently that we merely asked for cheese and biscuits in business class to be told that we could only have one packet of two biscuits each as BA only allocated one packet per person. The staff all agree that this was pathetic! No lounges at both these airports either and queuing of business class and economy all together no attempt to really show you paid extra for your ticket.
3305,False,,United Kingdom,,,1.0,1,no,British Airways are not interested in providing normal business class comforts and cuisine or even lounges on some routes. The Cancun route and the Nassau routes I have flown recently show this clearly as they are presumably are not bothered with little or no competition at all. This saddens me that they have made a clear decision that on holiday type routes they will provide the absolute minimum on everything. One example that shows how pathetic it has become with cutbacks out of many problems I encountered on these routes is that the food was so awful on the Cancun flight recently that we merely asked for cheese and biscuits in business class to be told that we could only have one packet of two biscuits each as BA only allocated one packet per person. The staff all agree that this was pathetic! No lounges at both these airports either and queuing of business class and economy all together no attempt to really show you paid extra for your ticket.
3316,False,,United Kingdom,,,2.0,3,yes,LHR-HEL Club Europe / HEL-LHR Economy. Club has improved a lot. Great service from staff. Greeting you by your name. However the food was just cold cuts and salad - dessert thin slices of fruit. The new seats are not very comfortable but I sat in the first row so had ample leg room. Not sure if worth a full fare but as a part miles ticket it was enjoyable. The return in economy was fine. Again the new seats are not comfortable - much prefer the old ones although the cabin does look very nice. In economy you were served a sandwich and drinks including beer. I fly the same route regularly in Finnair and BA is a superior service. The flight attendants did a good job. Not overly friendly but quite attentive. The lounge at LHR terminal 3 is ok but breakfast was pretty bad. Egg muffins with no taste at all - do recommend Club Europe but only when not paying top fare.
3343,False,,Canada,,,1.0,2,no,Check-in in Toronto was OK no fast track was apparent although it was purportedly offered. Lounge in YYZ was nice pre-flight dinner was just about OK with modest quality wines offered. Chose an Aisle seat YYZ-LHR bad idea. Seats are incredibly narrow not quite wide enough for my shoulders. Tried to sleep but not possible with in-flight staff constantly leaning across me lowering the partition and speaking to the Window Seat passenger who appeared to be a BA staff member who was determined to drink all night. Didn't eat dinner but breakfast was adequate. Decided on a window seat for the return LHR-YYZ. Bad idea again! Very claustrophobic. During the entire flight I managed to get one small glass of champagne it was very good. Thereafter no matter how many times I pressed my call button no one came thus nothing more to drink other than a glass of red wine with my dinner. No offers of cognac or liqueurs. Dinner ingredients were clearly good and well chosen but everything was so overcooked it was inedible. When I say over-cooked I mean grey vegetables that disintegrated on your fork and meat that was so dry and stringy that it was actually really unpleasant. Hadn't flown BA for a number of years and being a Brit thought it would be a pleasant change from Air Canada on this route. It was a change but not a pleasant one. It's back to AC for me. Their business class is way better than this experience. Perhaps I was just unfortunate. On the plus side the aircraft was immaculately clean clearly quite new and the inbound flight was spot on time.
3361,False,,United Kingdom,,,1.0,3,yes,I travel to and from Singapore on BA in Club world most months but this was my first time on the A380 for this trip. On the whole - their staff on the ground are polite and well informed. Positives for this flight - good lounge in Singapore - the food has improved but it can be crowded. Club class cabins seem fairly spacious - (I was upstairs) but not as good as the 747. Excellent bathrooms - really spacious. One member of the flight crew was excellent and worthy of a gold star for maintaining good humour and excellent service Larger film selection than on the 747 Negatives - The food - awful - they've reduced the menu choices and the beef was inedible. Staff - apart from the member of the flight crew above the others were surly and uncaring - they are the face of the airline and could be so much better. I will fly with them again but would like the staff to be pushed on politeness and courtesy.
3374,False,,United Arab Emirates,,,2.0,2,no,I flew from MIA-LHR-DXB. The 747 like most of their crew is well passed its sell by date. The business cabin is tired and worn IFE below standard seats are ok but nothing great. My biggest gripe were the crew on the second leg. We were in upper deck and found them quite inattentive and everything felt like a hassle but the best was to come. My wife and I had a sleep after dinner when we woke 2 hours before arrival we decided to have a drink. I pressed the call bell and ordered a baileys and a glass of wine. I was first told that the bar had closed which was nonsense after I complained they sent down a supervisor where a long argument presumed in which they basically told myself and my wife we were too intoxicated to have anymore drink! The way they spoke to us was both condescending and humiliating and after all of this on clearly seeing we were nowhere near intoxicated they served us another drink. As a seasoned traveler I have never been spoken to like this before. We flew American in Business on the way to MIA and in stark contrast the business cabin was excellent on the new 777-300 and the crew were only too happy to serve you. BA really need to have a look at themselves your crew by large seem to have an attitude problem see the paying passenger as an inconvenience rather they a valued customer. With such choice from Dubai I will never travel BA again. If you want to pay thousands for a worn out badly designed seat to be insulted by crew who will go out of there way not to serve you book BA otherwise do yourself a favour and go with an airline that doesn't employ over unionised staff that take pleasure in being rude to passengers.
3389,False,,Australia,,,1.0,1,no,BA 0027 ex London HR to Hong Kong which departed 30/9/14. Hong Kong to London Sector on 17/9/14. Inedible food lukewarm drinks cabin staff unsmiling and standard of personal grooming very low toilets were horrible- no loo paper or hand towels half way through 13 hour flight. It was a relief to get onto Cathay Pacific flight for next stage of my journey. How can two airlines be so different? British Airways is a disgrace.
3394,False,,United Kingdom,,,1.0,2,no,LAX to LHR - 25 Oct 2014. I agree with other reviewers that Business Class on the A380 is too crowded. I am a frequent business traveller to LAX and if I had the choice I would rather be on the upper deck of the 747. The seats and small storage drawer (if you are on the aisle) feel cheap. Service levels seem to be dropping in terms of drinks before dinner (1 instead of 2) and no attention to top up during the meal. My main course of fish was inedible due to being overcooked. The staff seem grumpy about the smaller galley size (can't blame them). We flew First on the outbound to LAX which of course was better although the cabin feels quite sterile. Considering switching to Virgin.
3414,False,,United Kingdom,,,1.0,1,no,"BA176 JFK to Heathrow 13 October 2014. The outward flight had been so awful so the return surely could not be any worse. How wrong I was. Arrived at business check-in at JFK terminal 7. No staff at desk. Boarding pass printed at machine but had to wait nearly twenty minutes to check luggage. Agent was rude and unhelpful. Onto the BA lounge. Sagging shabby seats and no food except crisps. On asking the receptionist where the food was I was told passengers normally use the much advertised ""pre-boarding supper"" facility. Asked when this opened and was told it was not operating. Eventually some badly cut sandwiches and lumps of cheese with crackers appeared. No hot food was available. Two hours before departure the flight was posted as four minutes late. No further information was posted. When I asked for an update thirty minutes before scheduled take-off I was told there would be an announcement shortly. Eventually a barely audible announcement came that the plane was now boarding. The departures board had not been updated so premium passengers were forced to shuffle along with those in the main cabin. Onboard after presenting my boarding pass I was given a grunted down there with no indication as to which side of the plane I was seated. On reflection late boarding may have been a blessing. I lost count of the times I was knocked by oversized and heavy hand luggage. Eventually the safety demonstration was played on the IFE system. The sound was inaudible. Surely a safety hazard. Similarly all announcements from the cockpit went unheard. We took off one hour and fifteen minutes late with no explanation given for the delay. The wine selection was very limited on the flight as was the menu two choices of main course and only one dessert - I asked if I could have the advertised ice cream snack for desert to be told there was none on board. Food was barely edible. Service was poor. The cabin crew seemed intent on throwing trays round as fast as possible. My salad was served with desert (which I did not want) on the tray. The main course was overcooked beef near raw vegetables. I was made to feel a nuisance when I asked for a second glass of wine. The narrow seat converted to a narrow and not very comfortable bed. Other carriers provide mattresses and duvets. BA seem to think a tacky blanket will do. The whole service has been downgraded to the standards I would expect in economy class. The nicieties that used to mark business flights have been lost in the pursuit of profit. Given that BA charge far more that their competitors for this route I was thoroughly disappointed. I will not use any BA flight again if there is an alternative available."
3422,False,,United Kingdom,,,1.0,1,no,BA213 Heathrow to Boston 29/09/14 B747. There was nothing at all to commend this flight. I have had better comfort and service on low cost carriers. The seats must be the narrowest in class for any major airline. The business lounge at Heathrow is not well signed and awkwardly placed at the top of escalators. At 0830 in the morning the tables were overflowing with used crockery and waste food. When staff did appear they did a very cursory clearing job. Never once in two hours did I see any of the sticky tables being wiped down. On boarding I was neither shown to my seat nor addressed by name as I have been on other airlines. When I asked for assistance in putting my hand luggage in the overhead locker - I was told in no uncertain terms staff were not allowed to help. Again I have always had help on business flights on other airlines. In the air the level of discomfort rose as those in the inside seats were forced to jump over my out stretched legs and cabin staff leant over me to serve the inside seats. The level of service could not remotely be considered acceptable for the price paid. Add in poor food and IFE and decision to avoid BA flights in future was made for me.
3434,False,,Australia,,,1.0,1,no,Don't even think about flying on this airline. Booked paid for and confirmed last February for a premium economy flight Singapore to Sydney for last Saturday. When I checked in at Changi the check-in staff member told me the incoming flight from London was overbooked and I was downgraded to economy (against my wishes obviously). I would never have booked BA but for the premium economy offering so huge disappointment. GB75 compensation is simply not good enough. Add to that the economy meal was inedible (what did they do to the seafood curry). Never again.
3458,False,,United Kingdom,,,1.0,2,no,LHR to YVR. September 29 2014. I've been a loyal BA passenger for years but after three recent flights that's not going to be the case any more. How BA have the audacity to screen 'BA A Very British Airline' on their IFE is beyond me! While the film chronicles the supposed high standards and rigorous staff selection and training the reality is altogether different. The food on BA85 LHR to YVR was atrocious - dried chicken sitting in a dubious brown 'sauce'. The service was unsmiling unhelpful and inattentive. BA used to have a good IFE selection. Not anymore! Very unimaginative selection of films TV and audio programs. I've recently travelled on Qantas and Air Canada on long haul and both carriers far superior to BA. Air Canada has significantly improved it's standards.
3468,False,,United Kingdom,,,1.0,2,no,BA 084. YVR to LHR on August 28 2014. Premium economy. Much below previous experiences flying in this cabin on BA. Staff were indifferent and inattentive. The meals were deplorable! Despite being a small cabin there was only one meal choice left half way through the dinner service - a very heavy and overly rich pasta dish accompanied by an equally heavy piece of dry chocolate cake. Hardly suitable food for a long flight. Breakfast was worse - an equally heavy fruit muffin and tea or coffee. Very poor! A number of seats in this cabin have metal boxes underneath rendering the much-advertised additional leg room useless. IFE far below what it used to be in terms of quality and variety of programming. A very unpleasant experience and definitely not worth the additional cost.
3487,False,,United Kingdom,,,1.0,1,no,Flew Heathrow - Madrid return. Have always been loyal to BA but no longer. T5 Lounge overcrowded poor range of food rubbish and uncleared crockery and glasses everywhere - not particularly pleasant. Bags not tagged priority. Fast Track not fast. Service on board to Madrid was exceptionally good and old style BA. Return bags not tagged priority no priority boarding old aircraft rude staff cramped seating poor and cost cutting catering with no attempt at service beyond handing out. Very disappointing experience and unacceptable. Could not select seats on-line for return flight as computer had allocated them. Eventually seats changed when called call centre - told couldn't be done for half an hour and strangely as the conversation moved forward they could do it. Waste of time and energy. Practically everything suggested as part of the Club Europe package didn't happen. Club Europe used to be so distinctive and worth and I always felt it was worth the premium price. To be honest I have cheaper alternatives from closer airports which I will now be using for my regular flights to and from Spain.
3500,False,,Ireland,,,1.0,1,no,First and last time flying with BA upgraded the 4 of us to Premium Economy at £199 each for 4 of us a complete waste of money. Have done this with Virgin on occasions for long haul flights and its so worth the money and not as expensive. Food terrible crew and staff not friendly no drinks offered only when handing out food. None of us could eat the food it was so bad. On a 9 hour flight we were hungry. Don't waste your money upgrading I wish I had read reviews before I left.
3501,False,,Australia,,,2.0,1,no,Flew SYD-SIN and had a reasonably comfortable trip. Problem is I didn't see much of the staff in premium economy and they were not very smiley either harassed looking. Service definitely down none of the goodies you used to get like snacks and plenty of water. Everyone rather terse I thought and not helpful. Not my favourite to fly. The aisle and seat space are for pixies not real people.
3526,False,,United Kingdom,,,2.0,1,no,"I have flown twice with BA now in business class (to and from Delhi) and I have to say it has been absolutely poor! Me and a few colleagues flew out to New Delhi for a business trip. BA were the pioneers of aircraft's after all they did create The Concorde. Key word in that is ""were"" they've basically turned into a no frills airline. Allow me to explain: The blue worn carpets padded fabric seats with stains worn out grey plastic panels with little grains of grit and dirt get into and a TFT which had the same image quality as VHS tape! The decor looks like it was directly taken out of the 1980 film Airplane! You still get the odd knock on the legs when economy passengers are boarding then plane with hand luggage as there is no private space! Staff were fine but flying business class a customer should get a wow factor - and there was none. The plastic translucent slider that divides the seats had been battered from being shifted up and down when the crew serve the food and drinks. The toilets are exactly the same as economy except in Business class they stick a plastic flower in a glass. The food was OK but again nothing special. Normally its the little things that make the differences but with BA they need a total make over. For a flight that happens everyday from London to Delhi BA should be doing more. The decor of the plane matched the experience I got with BA dull. I won't be flying long haul with them again. My advice - avoid BA and before you book your flights have a look online at what other airlines can offer you."
3531,False,,United Kingdom,,,1.0,1,no,"Travelled as a family of four to the Maldives. Despite numerous requests many weeks in advance we didn't get seats together on the outbound journey. The plane was old and the entertainment system antiquated. This seems to be an issue on BA routes with little competition it was a similar story when we flew club to Mauritius. On that trip the entertainment system failed all together. On the return journey from Male I watched what I thought to be a three part crime drama called ""the tunnel"". Only after watching the third part did I discover that there was a fourth or more! Why? Why would you not have all the story? This experience aside many airlines have better entertainment systems in economy than the BA service in business on this route. When you are paying this kind of money to take two children business class you want good entertainment to keep them occupied. They don't need the space! Would also have been nice to sit together! Food was grim my ten year old son who normally devours everything ate nothing on both legs of the trip. A ten hour flight with travel at either end is a long time without food. There seemed to be a hurry to serve the food throw a bottle of water at you and then shut down service until an hour before arrival. On the outbound journey I pressed the service button after 15 minutes it self cancelled. Pressed again 15 minutes later it self cancelled. I returned my glass to the galley myself the staff were so busy chatting amongst themselves they didn't notice me. Presumably this is why they didn't see the service request either. On the return trip service was a little chaotic and well below standards you should expect. Food was equivalently poor. This is the second BA business class trip I've taken to the Maldives and each time I have been disappointed given the cost. I've also travelled economy on Emirates to Male which was actually better and business on Emirates which was fantastic. I know BA have monopoly on the direct route from Gatwick to Male but I will be going via Dubai on Emirates in future."
3581,False,,United Kingdom,,,1.0,1,no,BA206 from Miami to LHR on upper deck dinner took over 3 hours to complete. 2 staff obviously not sufficient. Very old 747 TV screens going from colour to B&W frustrating as had more than enough time to watch a couple of movies while dinner was not served.
