,verified,month_year_fly,country,aircraft,type,seat_comfort,aircraft_1,aircraft_2,money_value,recommended,review
2900,False,07-2015,United Kingdom,Boeing 777,Business,2.0,B777,,2,False,"What has happened to BA in recent years? It has been a long time since I ventured onto their long haul flights, and after this trip I will steer very clear again and stay with Cathay Pacific and Japan Airlines. Airport service in Narita is always good - because it is not BA providing the service. But for the rest of the trip, simply awful. The seats (that were introduced back in the era of the only BA boss to improve things) are cramped, claustrophobic and very unpleasant on a long haul flight. Because of the seat design, there is an economy class meal style service rather than the table service that most of the ""good"" airlines now offer in Business class. The cabin staff were frankly laughable, sadly with the exception of a charming and attentive Japanese FA. British Airways is trading off a very distant reputation, and it seems that most British customers select them simply because they are British - anyone that travels a reasonable amount will know that BA is now well down the quality list, and it is about time Skytrax downgraded them to 3-Star Airline maximum - they do not meet 4-Star. BA markets itself as this slick, British style, when the reality is that they are a substandard member of oneworld now, and should be avoided if you have a proper choice of airline - many UK companies and UK departments stipulate BA as a No 1 choice, and frankly they are throwing their money down the pan. If you're proud to be British, I would recommend you give BA a wake-up call and avoid this very poor airline until they wake up and improve standards. As a closing point, I recently travelled China Southern Airlines on my outbound sector to Guangzhou, and they are streets ahead of BA in almost every element, excepting some language skills."
2907,False,07-2015,South Korea,,Family Leisure,2.0,,,3,False,"Had a very unpleasant experience with BA this time. They changed our family seats without warning. First time flying with two babies, booked the ticket and reserved two seats together sitting together with husband. Both babies are lap seat. Two days before the flight I called the BA service to make sure our seats and ticket are all fine and got a positive answer. On the day of boarding found out out seats are moved apart. For 12 hours flight, our family seats are arranged far apart. After more than 40 minutes standing at the counter waiting for the coordination, we could sit across the aisle when we get on the plane. No food for my 2 year old. If we are not allowed to bring food onto the plane, what do BA expect baby can eat? No help from staff with any service. When babies are crying and very restless  we didn't get any help from BA staff. When I flew with other airlines, flight attendant brought small toys to help distract and entertain baby. BA forgot to unload out stroller when we landed."
2911,False,07-2015,United Arab Emirates,Boeing 747,Business,2.0,B747,,1,False,"This review is written due to what I feel is true reflection of the decline of a once great airline. Check in took 30 minutes as the agent was dealing with a couple and escorted them to the lounge and made us wait until he returned. The first class security lane was manned by the rudest staff I have ever come across. The lounge was fine, but it is looking tired. Service good and range of menu was broad and wines good. No priority boarding, had to queue in the airbridge for 10 minutes, no greeting at the door, no escort to seat, no jacket hung up and the seat was dirty (covered in crumbs and other such food). Opened two magazines both torn, ripped and in rag order. Staff very pleasant, professional, and very helpful. Food ok not First class, wines good. The entertainment system was broken and kept rebooting itself. The seat would not lie flat and hard to move. Bought on board duty free and asked would I need a sealed bag to bring it through to my connection told yes. Deplaned, no escort, no gate to go to, given wrong directions to the lounge. Had to clear immigration although not entering the UK, waited 45 minutes to be told duty free I bought on board could not go through I would need to go to check in although told the opposite on board. This was done, had to reclear security again, got to the lounge asked for a shower, told too busy. Connection flight was delayed by one hour, waited at the gate. Flight to Dublin short, salad served and tea. Priority bags were the last bags on the belt. Overall this is not first class, it is not even premium economy. I fly 12-14 times a year and gold level. BA you have lost your edge, I will stay loyal to Qatar, Emirates and Cathay Pacfic whose consistent hard wear and soft product is worth the money and deserves my business. My advice do not waste your money with BA, it's service cutting to the point of insult."
2916,False,07-2015,United Kingdom,A318,Business,1.0,A318,,1,False,"BA seems to be losing its ability to run an airline. I have had 4 flights canclled in the last 3 months, 3 of them while I was at the gate. Every flight which does operate is delayed. Staff attitude is appallimg, they just don't seem to care. I have no compensation. My step daughter was deinied boarding due to BA overbooking. BA then messed up her rebooked flight and then lost her luggage. No apology and no compensation. Should their slogan be "" Not to Fly, Not to Serve""?"
2917,False,07-2015,United Kingdom,,Couple Leisure,1.0,,,1,False,"Previously a loyal BA customer, I Usually travel economy on shorthaul but I am 6'4"" with long legs and am very uncomfortable unless I can get Exit row. So on this flight I took advantage of a what I thought was a reasonably priced Club World ticket expecting the past 34 inch seat pitch. Horrified to find on boarding that BA have reduced the seat pitch to 30 inch - exactly the same as in economy. The presence of an empty middle seat and pathetic little table for your tablet computer is no compensation. Fortunately this was a short flight but even so I was extremely uncomfortable. Cabin staff and other passengers said there had been loads of complaints but clearly BA don't care. I sometimes go to Cyprus and the thought of a 4 hr+ flight in these cramped seats puts me off totally. The meal was passable but as the flight took off a couple of minutes before midday it was classed as ""late breakfast"" and no wine was served. It is clear that BA are putting profit over customer service and I am amazed that anyone travels Club Europe. Later in the year I was due to travel to South America via Madrid in Business Class but have now cancelled and switched to another airline. In future I will avoid BA shorthaul wherever possible."
2947,False,06-2015,Australia,A320,Family Leisure,1.0,A320,,4,True,"BA staff were excellent from the start to the finish. Service onboard was friendly, professional, and helpful. My wife left her handbag on board the plane when we arrived at Heathrow, and the BA flight attendant personally travelled from Terminal 3 to Terminal 5 to hand deliver it back to her. If you know the huge distance between terminal 3 and 5 at Heathrow, you'll know just how much effort the flight attendant put in to returning the handbag. That exceptional level of customer service is almost unheard of these days, so BA get a 100% customer care rating from my wife and I. Snacks were good given it was only a bit over 3 hours flying time. Aircraft was clean, however the only negative was the Business Class seats, in fact the tiny cramped seats was the only thing that BA should really change as it sort of killed an otherwise perfect journey. They were standard Economy Class seats cramped in tight so your knees were pressing into the seat in front. To convert these to Business Class seats all they did was put a fancy clip-in style armrest to make the row configuration 2 seats instead of 3."
2949,False,07-2015,Australia,Boeing 767,Business,1.0,B767,,1,False,"Same tired plane back to London. Ground and cabin staff were friendly, pleasant and helpful. A first on this series of flights. Flew on the same plane on the way from LHR to IST (see other recent reviews). Moved to row 1 for more space. Still sub-standard and why, why put economy seats in business class? Lounge was crammed and noisy pre-flight. I joined Star Alliance as a Gold Member so at least got to see the Miles and Smiles lounge. BA, look around don't rest on last century's efforts. I've flown BA First but just wouldn't any more. Responding to Skytrax reviews may just help increase profits. I must say, apart from the cheery crew on BA 677, the polite but totally disinterested service (when it exists) and old, cramped cabins will be my memory of this business trip."
2973,False,06-2015,United Kingdom,Boeing 767,Couple Leisure,2.0,B767,,2,False,"It appears BA continues to adopt a “do as little as possible” for this route, presumably due to their monopoly. The aircraft and cabin is looking tired/old, and decidedly mediocre compared to recent business class flights with Emirates, Etihad and Qatar Airways. Outward excellent service from cabin and flight deck crew. My seat (2K) was shockingly filthy. It had been cleared since the last passenger, but I noticed much ingrained filth e.g. food /drink splatters on the cabin wall, crumbs in seat folds/gaps and stained cover, all sorts of debris on floor in gaps/cracks, and remarkably grimy carpet. Cabin attendant offered me choice of the empty seats, but on inspection these were in a similarly grim state. Seat was OK for comfort, but mediocre IFE choice with very poor quality screen. Meal service was good for food and drink, although dirty environment was off-putting. Lacto Veg’ meal much improved since last tried. Pantry service is underwhelming in places e.g. Mars Bars and KitKats are tragically promoted as retro, but some nice ice cream. Return in 1K, and excellent service from cabin and flight deck crew. I'm ridiculously grateful that this cabin is clean. Tired, so skipped dinner. Decided to watch a short TV programme and found much better picture quality on screen compared to outward, although even less programme choice. I found seat comfort mediocre in bed mode, but got five hours of sleep. The cabin layout is clearly designed to maximise passenger numbers without much thought for their comfort. Awake for breakfast, so when attendants were offering bacon rolls I asked for my wife and my requested Lacto Veg Meals. Staff returned ashen faced, and profusely apologising, with two neatly wrapped and labelled plain white bread rolls. Such bad service, and a lack of joined-up thinking! You couldn’t make it up. Post-flight I found the BA customer complaints dept to be dreadful, and left me far more disappointed with the service than at the end of my flights."
3011,False,,United Kingdom,,,1.0,,,1,False,Travelled from Venice to Gatwick on 28th May check in staff rude and unhelpful plane seats and food trays dirty and seats very worn and uncomfortable. Lady next to me had her arm rest fall off during the flight. Food for my daughter inedible. Attendants very lacklustre. Nappy changing table fell on my mum whilst on the toilet attendant suggested we sue BA! Wrote to BA to complain got fobbing off email in return. Won't be wasting my money on business class again. Shocking service and standards from start to finish.
3023,False,,Australia,,,2.0,,,1,False,BA 10 Bangkok to London Heathrow May 26th 2015 World Traveller Plus (Premium Economy). First the positives: check-in at BKK was reasonably efficient the flight departed on time and landed at LHR about 15 minutes early. Unfortunately while World Traveller Plus provides some extra leg room when compared to economy there was nothing else about our flight experience that justified the additional cost of World Traveller Plus. The cabin seating and equipment were tired - the entertainment system was old and barely functional. However by far the worst aspect of the flight was the poor service from the cabin crew who almost without exception appeared uninterested in customer service to the point of rudeness. Their strategy seemed to be to minimise their exposure to customers in order to maximise the time they could spend in the galley at the rear of the aircraft. After the first meal service (an uninspiring Chicken Curry with boiled to death broccoli and carrot not remotely resembling the misleadingly optimistic descriptions found on the BA website about the supposed 'enhanced' dining experience of World Traveller Plus) calls for service went unanswered for lengthy periods of time. It seemed the only effective way to obtain further service was to walk to the rear galley where staff congregated and made it clear they did not appreciate being 'interrupted' barely acknowledging requests while continuing their conversation and grudgingly fulfilling requests to a bare minimum. In stark contrast to the excellent cabin service food and entertainment options we experienced flying in economy on Qantas to Bangkok the previous day this so called 'premium' experience on BA was extremely disappointing. Our advice: don't waste your money on BA World Traveller Plus.
3032,False,,United Kingdom,,,1.0,,,1,False,Club World: Just flown London Gatwick to Las Vegas in Club World and very disappointed. Staff were not particularly helpful gave the impression that everything they did they were doing you a favour. The seating of 2/4/2 in a Business Cabin is unfair trying to pack too many people in. They didn't offer anything to try to make you feel a bit special and I had paid a lot of money for the tickets. I normally fly Virgin Atlantic on this route and will defiantly be using them in the future.
3051,False,,United Kingdom,,,1.0,,,2,False,Over the last couple of years I have travelled to China by Emirates KLM Virgin Atlantic and BA. The next time I travel BA will be my last choice. I got the impression from the very start that BA are penny pinching at every opportunity. Their lounges are basic and the food minimal. Although having a seat on the plane only a few row down from the front some meal selections had run out. The cabin staff hid behind curtains most of the flight therefore service was at a minimum. If you have a window seat you have to straddle the person in the inside seat if you need to get out.
3059,False,,Belgium,,,1.0,,,5,True,BRU-LHR-YYZ: CLUB Europe - Club World; This time again check-in was smooth with friendly ground staff the best croissant in this lounge. Boarding was easy friendly cabin crew was waiting for us to take jackets. Hot towels tasting breakfast landed on time. This short flight 10/10. Security in Heathrow was horror but I prefer the horror of waiting than the horror of terror. First lounge was a breeze. Boarding for the flight to Toronto was with busses driving us to the Dreamliner. Indeed the business seats are smaller. It really felt bad. The flight was not comfortable at all as I left the plane with pain in the back and shoulder. The crew were excellent the food was excellent and the screens are improved. But the space you have is really a shame. As a gold member I fly often business or first but the club world seats in the Dreamliner are really smaller and not comfortable at all. I will avoid this plane in future. I am so happy I will fly back in a 777.
3101,False,,Australia,,,1.0,,,4,True,April 3 2015 Sydney-LHR. Staff were quite attentive and pleasant throughout both sectors. The cabin looked very new was clean and comfortable. IFE was fine although not as good as CX. I was sitting in window seat facing backwards which was fine. The seat while sitting is comfortable enough although quite narrow. There is little storage and it can be awkward getting in and out of the seat especially when you are on the window. The problem was when the seat was in flat-bed mode. It is so narrow that you cannot turn. The seat buckles in the middle. As well the passenger next to me would slam his table and TV monitor shut throughout the flight and because of the design the seat you feel every movement. To get comfortable I had to put the seat in more of a recline mode in order to sleep which defeats the whole purpose of a flat bed. As well a fold down footstool completes the end of the bed and it wasn't stable. BA are charging a premium for this seat and they squeeze 8 across (compared to 4 for CX). They are making a great deal out of this amount of real estate in the air. It is time for them to deliver an update. The only reason I took this fare was because of the great luggage offering (which I needed on this occasion - 96 kg) and the fact that I was flying back in First for no additional cost which I will post about separately. So while I recommend this airline overall it is more because the service and staff did compensate. Next time I fly business it will be CX again. The seat is a real let down.
3117,False,,United Kingdom,,,2.0,,,2,False,We flew for the very first time on BA on 27/03/15 and returned 06/03/15. Our holiday to St Lucia from Gatwick was booked through Kuoni and we usually fly with Virgin Atlantic. We always upgrade with Virgin to Premium Economy as you have a larger luggage allowance and the Premium Economy Experience with Virgin is very good. Therefore we booked BA World Traveller Plus expecting the same degree of service. What a disappointment! I would not advise wasting your upgrade money. Apart from getting the larger luggage allowance BA World Traveller Plus is almost exactly the same as World Traveller. The Service both ways was appalling! The seats were old and shabby and uncomfortable we were only offered bar service once on a 8/9 Hour flight! We had to drink from plastic beakers the staff seemed preoccupied with Business Class Customers and had no time for our section at all. On the way back my Husband and myself were given seats 2 rows apart at check in without being told. We only noticed when we boarded the aircraft. On this length of flight I was most upset we were apart as everyone sat near me were single travellers and Were asleep throughout the 9 hours. The seat back TVs are very small and my TV didn't work properly and I couldn't even watch anything. The aircraft was badly in need of an interior upgrade. We will never fly with BA again anywhere and will not recommend the experience to anyone.
3129,False,,United Kingdom,,,2.0,,,2,True,Heathrow to Istanbul flight BA0676 in club class. I should have guessed what I was going to get when I saw this service is operated on a Boeing 767. Business or club class is a total waste of money same seat as in economy. No extra leg room or width no individual inflight entertainment and no seat power it's horrendous you may just as well book euro traveller. Both seats had seen better days the covers of which were in places falling apart. Food was only average too in my opinion. On the plus side of things the plane was for its age (it was the oldest 767 BA has got) in surprisingly good order and the staff were friendly enough and the flight arrived only ten minutes late which is a result.
3207,False,,United States,,,2.0,,,1,False,"I have been a loyal customer for the last 10 years and have progressively seen the service cleanliness and interest in client satisfaction decline. I just came back from a NYC-LHR-Dubai trip and will not fly BA again. Several reasons: my seat in Business Class was noticeably filthy - crumbs on the seat and hair on my pillow. When I told the attendant she just fluffed the pillow and walked away. I was hounded for not filling out the breakfast form in 5 minutes (the plane had not even taken off) and told that ""I would not get breakfast"". I was served raw chicken and when I expressed interest in another dish was told that all the other passengers had eaten and that there were no more dishes on the plane? The dish was taken away but no follow up or apologies - not even an extra bag of nuts to ensure that I was not hungry for the 7.5 hr flight. Perhaps the most disturbing part of traveling with BA is that the staff are unapologetically arrogant disinterested and unapproachable and any response is as if they are doing you a favor. As a customer paying nearly 10000 USD for a round trip ticket I shouldn't be afraid to speak to staff and highlight a dirty seat or food that is not cooked. The seats on two of the legs were broken and my screen did not work on three of the legs. There are plenty of other first class carriers out there that I will now become a customer of."
3252,False,,United States,,,2.0,,,3,True,Washington (IAD) to Heathrow on Christmas Day returning January 5th. I find myself nodding in agreement to many of the reviews written here by other passengers regarding the slippage in standards of BA especially considering what they once were. Having arrived at Dulles in good time to check in there were paper notices on the desk to say that check in would not open 'til 5.00 pm. Okay it was Christmas Day but all other carriers both domestic and international were open (the airport was busy) and I along with other passengers had to sit and wait for 1.5 hrs until staff arrived. The same was true of the lounge which having made it through security was not open 'til 6.30 pm. Again the other airline lounges were open. Having eventually gained access the lounge was great and the bar and dinner service (I was on a sleeper flight) were very good with plentiful drinks and fine food. We boarded on time and my seat was upstairs on the A380. This aircraft is of course huge but the Club World seat is as many have noted much less comfortable than the Boeing 777 or 747. It is narrower and whilst okay for seating very hard and difficult to find the right position for sleeping. BA seem to have missed a great opportunity here to do something really special along the lines of some of the Asian carriers. The crew were very good - friendly and attentive. Breakfast before we landed was very average. The bacon rolls were dried out and are always a challenge to eat. Yoghurt and fruit were the alternatives which I went for. Check in for the return journey was lamentable at Heathrow Terminal 5. Dedicated Club World positions had queues around ten people deep and moved terribly slowly. Not all the positions were open and passengers were visibly irritated. The journey other than the cramped seat issue again was fine with another good crew and food and drinks. I have always recommended BA to friends and would like to keep doing so but feel that especially given the high and rising cost of paying for Club these days BA need to adopt a slightly less 'take' attitude and give a little more especially when it comes to spending Avios which they are very keen for one to accrue but reticent to allow one to use.
3257,False,,United Kingdom,,,2.0,,,3,False,"I have not travelled with BA for almost 7 years as a result of moving to Asia and using carriers like AF/SQ/Emirates. I flew Premium from LHR to MIA on a 747 and horrified to see that the Premium product has not changed in the last 10 years. BA have quite an ageing fleet now when compared to most European and Asian carriers and it really shows. The entertainment screen was absolutely tiny and the charging point is still that ridiculous adapter for which you have to pay an arm and a leg so pleased I found mine from 7 years back! BA must go and have a look at the AF premium product for a wake up call. The food was okay nothing to rave about and perfectly satisfactory service onboard seems friendly and efficient however the state of the uniforms of some of the staff was shocking not sure if its a case of poor quality material or lack of attention to appearances. I do remember the strap line ""BA the worlds favourite airline"" but sadly they have slipped quite a long way back."
3282,False,,United Kingdom,,,1.0,,,2,False,"LHR-SFO-LHR. Why do I keep thinking BA will improve? The 747 on this route is falling to bits. Their business class configuration is terrible. Facing a complete stranger having to attempt to climb over other passenger to go to bathroom! Seat narrow and table unusable for dinner unless use knee to hold it up! Food on both legs awful but worse coming from SFO. Also club kitchen pathetic. IFE systems the worst of any airline. BA please travel on Emirates just once and see how it should be done. Staff on way out on upper deck very nice and attentive however on return to LHR on upper deck staff were verging on ""can't be bothered""! Served dinner during severe turbulence which you could not eat so they could get dinner finished and sit down for rest of flight. Had to go to galley to get drink as ignored call button. Then empties sat on table for two hours before I dumped them in galley. Breakfast consisted of hard fruit and greasy bacon tiny roll. Both of which left uneaten. I keep booking through blind loyalty but after Bahrain and San Fran in December decided no more. They have just got too bad."
3309,False,,United Kingdom,,,1.0,,,1,False,TPA - LGW on Dec 10th in PE. BA have total monopoly on the London/Tampa rout and don't they know it. I fly this about every six weeks or so normally in Club World but sometimes in Premium just due to the huge price variance. The quality of the planes on this route but more importantly the service and staff attitude are way below the standard you would expect and this trip was no exception. Old plane miserable arrogant staff and poor service. I pray every time I fly that another carrier will take up a slot at Tampa as it's a growing airport and when they do BA will definitely lose my business and I suspect many others.
3314,False,,United Kingdom,,,2.0,,,1,False,British Airways are not interested in providing normal business class comforts and cuisine or even lounges on some routes. The Cancun route and the Nassau routes I have flown recently show this clearly as they are presumably are not bothered with little or no competition at all. This saddens me that they have made a clear decision that on holiday type routes they will provide the absolute minimum on everything. One example that shows how pathetic it has become with cutbacks out of many problems I encountered on these routes is that the food was so awful on the Cancun flight recently that we merely asked for cheese and biscuits in business class to be told that we could only have one packet of two biscuits each as BA only allocated one packet per person. The staff all agree that this was pathetic! No lounges at both these airports either and queuing of business class and economy all together no attempt to really show you paid extra for your ticket.
3325,False,,United Kingdom,,,2.0,,,3,True,LHR-HEL Club Europe / HEL-LHR Economy. Club has improved a lot. Great service from staff. Greeting you by your name. However the food was just cold cuts and salad - dessert thin slices of fruit. The new seats are not very comfortable but I sat in the first row so had ample leg room. Not sure if worth a full fare but as a part miles ticket it was enjoyable. The return in economy was fine. Again the new seats are not comfortable - much prefer the old ones although the cabin does look very nice. In economy you were served a sandwich and drinks including beer. I fly the same route regularly in Finnair and BA is a superior service. The flight attendants did a good job. Not overly friendly but quite attentive. The lounge at LHR terminal 3 is ok but breakfast was pretty bad. Egg muffins with no taste at all - do recommend Club Europe but only when not paying top fare.
3346,False,,Canada,,,1.0,,,2,False,Check-in in Toronto was OK no fast track was apparent although it was purportedly offered. Lounge in YYZ was nice pre-flight dinner was just about OK with modest quality wines offered. Chose an Aisle seat YYZ-LHR bad idea. Seats are incredibly narrow not quite wide enough for my shoulders. Tried to sleep but not possible with in-flight staff constantly leaning across me lowering the partition and speaking to the Window Seat passenger who appeared to be a BA staff member who was determined to drink all night. Didn't eat dinner but breakfast was adequate. Decided on a window seat for the return LHR-YYZ. Bad idea again! Very claustrophobic. During the entire flight I managed to get one small glass of champagne it was very good. Thereafter no matter how many times I pressed my call button no one came thus nothing more to drink other than a glass of red wine with my dinner. No offers of cognac or liqueurs. Dinner ingredients were clearly good and well chosen but everything was so overcooked it was inedible. When I say over-cooked I mean grey vegetables that disintegrated on your fork and meat that was so dry and stringy that it was actually really unpleasant. Hadn't flown BA for a number of years and being a Brit thought it would be a pleasant change from Air Canada on this route. It was a change but not a pleasant one. It's back to AC for me. Their business class is way better than this experience. Perhaps I was just unfortunate. On the plus side the aircraft was immaculately clean clearly quite new and the inbound flight was spot on time.
3387,False,,United Kingdom,,,2.0,,,4,True,Flew LGW-ACE-LHR. Arrived at Gatwick and was greeted at the check in counter by a friendly member of BA ground staff our bags were taken and we proceeded toward fast track security this was effortless and after a few minutes we were in the BA galleries lounge. I find that the BA lounge at Gatwick offers a very poor service early in the morning all you are likely to get food wise is warm toast pastries and condiments! The flight boarded on time and priority was given to those flying in the premium cabin I proceeded onto the plane and was greated by the purser who showed me to my seat and took my coat. After take off the inflight service consisted of a hot English breakfast which was very nice followed by tea/coffee - this is an early flight so no other drink service was offered however the purser did ask each passenger individually if they would like anything from the bar. Very friendly and attentive crew who addressed each passenger by their name which was a nice touch. The return flight to Heathrow was also very good the lounge at Alicante is typical of those in Spain rows of uncomfortable seating with inedible food offerings! Again another uneventful boarding process the purser on this flight was very attentive and spoke to everyone individually the meal tasted delicious chicken curry and rice. All in all BA offer a good Club Europe service they are trying to cut back and this often shows they need to consider upgrading their product or risk losing out to the likes of Easyjet or Ryanair.
3401,False,,Australia,,,1.0,,,1,False,BA 0027 ex London HR to Hong Kong which departed 30/9/14. Hong Kong to London Sector on 17/9/14. Inedible food lukewarm drinks cabin staff unsmiling and standard of personal grooming very low toilets were horrible- no loo paper or hand towels half way through 13 hour flight. It was a relief to get onto Cathay Pacific flight for next stage of my journey. How can two airlines be so different? British Airways is a disgrace.
3425,False,,United Kingdom,,,1.0,,,1,False,BA213 Heathrow to Boston 29/09/14 B747. There was nothing at all to commend this flight. I have had better comfort and service on low cost carriers. The seats must be the narrowest in class for any major airline. The business lounge at Heathrow is not well signed and awkwardly placed at the top of escalators. At 0830 in the morning the tables were overflowing with used crockery and waste food. When staff did appear they did a very cursory clearing job. Never once in two hours did I see any of the sticky tables being wiped down. On boarding I was neither shown to my seat nor addressed by name as I have been on other airlines. When I asked for assistance in putting my hand luggage in the overhead locker - I was told in no uncertain terms staff were not allowed to help. Again I have always had help on business flights on other airlines. In the air the level of discomfort rose as those in the inside seats were forced to jump over my out stretched legs and cabin staff leant over me to serve the inside seats. The level of service could not remotely be considered acceptable for the price paid. Add in poor food and IFE and decision to avoid BA flights in future was made for me.
3431,False,,United Kingdom,,,1.0,,,1,False,"BA176 JFK to Heathrow 13 October 2014. The outward flight had been so awful so the return surely could not be any worse. How wrong I was. Arrived at business check-in at JFK terminal 7. No staff at desk. Boarding pass printed at machine but had to wait nearly twenty minutes to check luggage. Agent was rude and unhelpful. Onto the BA lounge. Sagging shabby seats and no food except crisps. On asking the receptionist where the food was I was told passengers normally use the much advertised ""pre-boarding supper"" facility. Asked when this opened and was told it was not operating. Eventually some badly cut sandwiches and lumps of cheese with crackers appeared. No hot food was available. Two hours before departure the flight was posted as four minutes late. No further information was posted. When I asked for an update thirty minutes before scheduled take-off I was told there would be an announcement shortly. Eventually a barely audible announcement came that the plane was now boarding. The departures board had not been updated so premium passengers were forced to shuffle along with those in the main cabin. Onboard after presenting my boarding pass I was given a grunted down there with no indication as to which side of the plane I was seated. On reflection late boarding may have been a blessing. I lost count of the times I was knocked by oversized and heavy hand luggage. Eventually the safety demonstration was played on the IFE system. The sound was inaudible. Surely a safety hazard. Similarly all announcements from the cockpit went unheard. We took off one hour and fifteen minutes late with no explanation given for the delay. The wine selection was very limited on the flight as was the menu two choices of main course and only one dessert - I asked if I could have the advertised ice cream snack for desert to be told there was none on board. Food was barely edible. Service was poor. The cabin crew seemed intent on throwing trays round as fast as possible. My salad was served with desert (which I did not want) on the tray. The main course was overcooked beef near raw vegetables. I was made to feel a nuisance when I asked for a second glass of wine. The narrow seat converted to a narrow and not very comfortable bed. Other carriers provide mattresses and duvets. BA seem to think a tacky blanket will do. The whole service has been downgraded to the standards I would expect in economy class. The nicieties that used to mark business flights have been lost in the pursuit of profit. Given that BA charge far more that their competitors for this route I was thoroughly disappointed. I will not use any BA flight again if there is an alternative available."
3433,False,,United Kingdom,,,2.0,,,2,True,"Aberdeen-Heathrow-Miami and return World Traveller Plus (premium economy). Received a text from BA at 0600 that our 09:30 ABZ-LHR flight had been cancelled which would impact upon the US flight. Phoned the helpline as suggested. Utterly useless options provided by their staff which was weighted towards a ticket refund - no use for a family holiday. Made unsuitable suggestions including can you get to Aberdeen for the 7:30 flight (it was 7am and had now spent 1hr on phone to them). Gave up and just went to the airport. Fortunately BA staff there were excellent and got me on next flight to Heathrow despite breaching their own min of 1 hour requirement for connections. Flight to London was good with good service leather seats. Cabin crew facilitated us getting off plane first and BA staff member met us to get us to next gate ASAP for Miami flight. Service centre useless but face to face staff great. LHR-MIA flight. Aircraft a 747 was old and tatty and WT+ seats were rubbish in comparison to Virgin product that I have experienced. Not that comfortable. Seat back TV is same as economy namely 4"" across tiny but selection was ok and seats are fabric and didn't seem that much better than economy. Food (beef) was outstanding for aircraft food. Staff were pretty good. Aircraft on time. Return journey much the same but staff were better. Conclusion is that face to face staff great food great. But needs a modern fleet - our 747 was really aged and their world traveller plus product needs work with hindsight probably would have just travelled economy as leg room wasn't that much more. If you take a iPad to watch movies and are not tall economy would do the job. Their helpline needs to be addressed. Clue being in the title - HELPline. Would fly BA again but would think about their WT+ option carefully."
3445,False,,Australia,,,1.0,,,1,False,Don't even think about flying on this airline. Booked paid for and confirmed last February for a premium economy flight Singapore to Sydney for last Saturday. When I checked in at Changi the check-in staff member told me the incoming flight from London was overbooked and I was downgraded to economy (against my wishes obviously). I would never have booked BA but for the premium economy offering so huge disappointment. GB75 compensation is simply not good enough. Add to that the economy meal was inedible (what did they do to the seafood curry). Never again.
3466,False,,United Kingdom,,,2.0,,,2,False,LHR to YVR. September 29 2014. I've been a loyal BA passenger for years but after three recent flights that's not going to be the case any more. How BA have the audacity to screen 'BA A Very British Airline' on their IFE is beyond me! While the film chronicles the supposed high standards and rigorous staff selection and training the reality is altogether different. The food on BA85 LHR to YVR was atrocious - dried chicken sitting in a dubious brown 'sauce'. The service was unsmiling unhelpful and inattentive. BA used to have a good IFE selection. Not anymore! Very unimaginative selection of films TV and audio programs. I've recently travelled on Qantas and Air Canada on long haul and both carriers far superior to BA. Air Canada has significantly improved it's standards.
3495,False,,United Kingdom,,,1.0,,,1,False,Flew Heathrow - Madrid return. Have always been loyal to BA but no longer. T5 Lounge overcrowded poor range of food rubbish and uncleared crockery and glasses everywhere - not particularly pleasant. Bags not tagged priority. Fast Track not fast. Service on board to Madrid was exceptionally good and old style BA. Return bags not tagged priority no priority boarding old aircraft rude staff cramped seating poor and cost cutting catering with no attempt at service beyond handing out. Very disappointing experience and unacceptable. Could not select seats on-line for return flight as computer had allocated them. Eventually seats changed when called call centre - told couldn't be done for half an hour and strangely as the conversation moved forward they could do it. Waste of time and energy. Practically everything suggested as part of the Club Europe package didn't happen. Club Europe used to be so distinctive and worth and I always felt it was worth the premium price. To be honest I have cheaper alternatives from closer airports which I will now be using for my regular flights to and from Spain.
3498,False,,United Kingdom,,,2.0,,,3,False,I have flown LHR-BKK many times with EVA Emirates Oman and Qatar. Unfortunately this time I chose my National carrier. Disappointed is not the word. To start with the seating arrangement is absurd. All the others manage 1-2-1 or 2-2-2. BA manages 6 abreast in a horrible tight arrangement whereby you face your neighbour. When the hot towels were given out they were like warm rags in comparison to the other airlines. Food - ok there was a selection on the menu. However at service time I was merely passed a tray over my neighbour. On every Qatar flight you are not only addressed by your name but the table is made for you as if being in a 5* restaurant. None of this with BA. Once the appetiser and first course are consumed you hand the bowls back to the attendent who then passes your main course to you in a bowl. Shabby is not the word. After a reasonable sleep in a very narrow bed it was time for landing. With no sign of a priority immigration pass being given I asked the steward for one. He replied they did not have any for this flight but assured me there would be ground staff at the gate to supply this basic amenity. Stupidly I believed him. Upon departure at BKK no ground staff or passes. I return to the UK next week and for the first time ever I am dreading the experience. Never ever will I fly my national carrier again. Disgraceful. It's any Middle East airline again for me. Qatar being my preferred choice.
